"","V1","V2","time","name"
"16"," 13:05Formanden (Pia Kjærsgaard","Så enkelt anerkender jeg ikke at det kan stilles op, for det handler også om, hvordan hele vores arbejdsmarked er skruet sammen, både det private og også hele det offentlige arbejdsmarked. Vi har forskellige overenskomster, der udgør en basis, og hvis du så gør noget mere, er der forskellige muligheder. Selvfølgelig er jeg enig i, at det handler om, at man skal passe sit arbejde og få sin løn, og en del af det kan så være, at man siger, at man får stillet nogle mål op, og hvis man indfrier de mål, så er der en bonus, og hvis man ikke indfrier dem, så er der ikke nogen bonus. Og jeg synes sådan set, at det at have en gulerod ekstra, man kan gå efter, for at præstere noget mere, for at rykke en hel organisation, da er værd at belønne som en del af resultatlønnen.","13:05","Søren Pape Poulsen"
"17"," 13:05Peter Kofod Poulsen (DF","Værsgo, hr. Peter Kofod Poulsen.","13:05","Pia Kjærsgaard"
"18"," 13:06Formanden (Pia Kjærsgaard","Jeg er uenig. Hvis man ikke gør det arbejde, som politiforligskredsen forventer af vores direktør, så er man ikke dygtig nok, så skal man ikke være politidirektør. Så enkelt kan det siges. Hvis man ikke leverer det, der er forventningen, så skal man jo ikke have det her arbejde. Sådan bør det være.Jeg vil gerne spørge ministeren meget konkret: Er der noget eksempel på, at nogle af vores politibetjente har fået en bonus på 67.900 kr. om året og i så fald hvor mange?","13:06","Peter Kofod Poulsen"
"19"," 13:06Justitsministeren (Søren Pape Poulsen","Værsgo til ministeren.","13:06","Pia Kjærsgaard"
"20"," 13:07Formanden (Pia Kjærsgaard","Jeg tror ikke, at nogen af vores betjente har fået en bonus på 67.000 kr. Spørgeren ved lige så godt som jeg, at jeg jo ikke har nogen chance for i et mundtligt spørgsmål at undersøge det. Men skal vi sammenligne det? Altså, er der forskel på at have fået et job, hvor man er leder for mange hundrede eller flere tusind mennesker eller ej? Altså, der må jo være en anerkendelse af, at de job, vi har, er forskellige. Så skal vi selvfølgelig honoreres lønmæssigt ordentligt for de job, vi hver især har, og den diskussion synes jeg må høre til ved overenskomstforhandlinger og ikke i Justitsministeriet.","13:07","Søren Pape Poulsen"
"21"," 13:07Peter Kofod Poulsen (DF","Værsgo.","13:07","Pia Kjærsgaard"
"22"," 13:07Formanden (Pia Kjærsgaard","Jeg kan love ministeren, at jeg også gerne vil spørge skriftligt, så vi kan få svar på det spørgsmål også. Det gør jeg meget gerne. Når jeg stiller spørgsmålet, er det jo bare, fordi politibetjente jo yder en helt ekstraordinær indsats for at gøre os trygge. Jeg går ud fra, at de alle sammen løser de arbejdsopgaver, som vi pålægger dem – sådan skal det jo være – på fuldstændig samme vis, som politidirektørerne gør. Der er jo ikke nogen, der er tvunget til at tage et arbejde, og derfor synes jeg også, at forholdene burde være de samme. Jeg synes, at det ikke er pænt at se på de her bonusser. Det er jeg bare nødt til at sige. Jeg har ikke noget opfølgende spørgsmål.","13:07","Peter Kofod Poulsen"
"23"," 13:07Spm. nr. S 2572) Til justitsministeren af:Josephine Fock (ALT","Tak for det. Det næste spørgsmål er til justitsministeren, og det er af fru Josephine Fock, Alternativet","13:07","Pia Kjærsgaard"
"25"," 13:07Josephine Fock (ALT","Værsgo for oplæsning af spørgsmålet.","13:07","Josephine Fock"
"26"," 13:08Formanden (Pia Kjærsgaard","Tak for det. Er ministeren enig i, at brugen af Udlændingekontrolsektionen i politiet til at implementere en lov, som skal ramme alle på lige basis, og ikke kun målrettes udlændinge, kan medføre en risiko for, at der opstår en diskriminerende praksis?","13:08","Josephine Fock"
"27"," 13:08Justitsministeren (Søren Pape Poulsen","Værsgo til ministeren.","13:08","Pia Kjærsgaard"
"28"," 13:10Formanden (Pia Kjærsgaard","Tak for det, og tak for spørgsmålet. Den nærmere politimæssige indsats mod utryghedsskabende tiggeri skal i mine øjne tilrettelægges på baggrund af en politifaglig vurdering, og det er ikke en vurdering, som jeg som politiker har tænkt mig at blande mig i.Københavns Politi har oplyst, at indsatsen mod tiggeri er tilrettelagt på den måde, at den behandles af forskellige afdelinger i politikredsen, herunder det udkørende beredskab og Udlændingekontrolsektionen, og at Udlændingekontrolsektionen har en koordinerende funktion i indsatsen. Københavns Politi har oplyst, at politikredsens indsats mod utryghedsskabende tiggeri navnlig har været baseret på anmeldelser, og at anmeldelserne i vidt omfang har vist sig at vedrøre tiggeri udført af udlændinge. København Politis indsats skal ses i lyset af, at der i foråret og hen over sommeren var omfattende problemer med store grupper af udenlandske tilrejsende, der kom til Danmark og tiggede og slog lejr på offentlige steder. De skabte stor utryghed og var til gene for både omkringboende og forbipasserende. Visse områder i København var særlig belastede.Jeg synes ikke, vi skal finde os i, at folk slår lejr på offentlige steder, at de bruger vores kirkepladser som toilet, og at de ernærer sig ved at tigge i tog eller på gågader. Den slags mener jeg ikke hører hjemme her. Derfor var det for regeringen en klar prioritet at få sat en stopper for det. Indførelse af en skærpet straf for utryghedsskabende tiggeri var et af de nye redskaber, som vi gav politiet mulighed for at benytte i indsatsen mod lejrene, fordi en stor del af dem, som opholder sig i de utryghedsskabende lejre, ernærer sig ved tiggeri. Den politimæssige indsats mod lejrene har virket. Københavns Politi har fra 1. april til 3. oktober i år afholdt over 25 aktioner i København og i den forbindelse ryddet mere end 50 utryghedsskabende lejre.Så afslutningsvis vil jeg endnu en gang slå fast, som jeg også har gjort før her i salen, at straffelovens regler om tiggeri finder anvendelse på alle uanset statsborgerskab. Loven er ens for alle, og sådan må det være.","13:10","Søren Pape Poulsen"
"29"," 13:10Josephine Fock (ALT","Værsgo til fru Josephine Fock.","13:10","Pia Kjærsgaard"
"30"," 13:11Formanden (Pia Kjærsgaard","Tak for det. Men ministeren skriver selv i sit svar på spørgsmål 1019, som jeg stillede til ministeren, at Justitsministeriet har drøftet politiets håndtering af straffelovens betleribestemmelse med Rigspolitiet, herunder i forhold til de internationale forpligtelser. Jeg har stillet yderligere skriftlige spørgsmål om, præcis hvad der er foregået der, så det behøver vi ikke at gå i detaljer med nu. Men det vidner jo om, at der har været nogle problematikker på området. Læg så der til, at ministeren udtaler, at hvis han kunne, ville han have lavet en lovgivning, som udelukkende ramte udlændinge. Læg der til, at lovgivningen tydeligt fremsættes i en kontekst, der er direkte rettet mod udlændinge. Det gælder f.eks., når ministeren har valgt, at den allerførste sætning i indledningen i bemærkningerne til lovforslaget om skærpet straf for utryghedsskabende tiggeri lyder: »Regeringen ønsker at sætte ind mod udenlandske tilrejsende, som slår lejr på offentlige steder.«Så set i lyset af, at ministeren udtaler sig så direkte om et ønske om at kunne føre diskriminerende praksis, hvis det var muligt, og set i lyset af, at lovforslagets bemærkninger sættes ind i en kontekst, der udelukkende handler om udlændinge, og set i lyset af, at ingen danske statsborgere pr. 2. oktober 2017 var dømt for utryghedsskabende tiggeri, er det så stadig væk ministerens holdning, at der ikke er en risiko for diskriminerende praksis, og ikke mindst, når Københavns Politi har valgt at lægge ansvaret for at koordinere håndhævelsen af loven hos Udlændingekontrolsektionen, der jo, som det ligger i navnet, har med udlændinge at gøre? Og kan ministeren slet ikke se, at der kan være en større sammenhæng mellem de her ting?","13:11","Josephine Fock"
"31"," 13:11Justitsministeren (Søren Pape Poulsen","Værsgo til ministeren.","13:11","Pia Kjærsgaard"
"32"," 13:12Formanden (Pia Kjærsgaard","Jamen jeg synes jo, at vi skal skille tingene ad. Nu refererede spørgeren jo, hvad jeg har sagt i nogle sammenhænge. Man kan mene meget om det, jeg har sagt. Jeg synes da i det mindste bare, at jeg har været ærlig og sagt, hvordan jeg gerne så det skulle være. Samtidig har jeg også sagt, at det kan vi ikke, fordi loven skal gælde for alle.Der bliver så stillet et spørgsmål. Det er jo en politisk/værdiladet ting, når spørgeren siger: Kan det medføre en risiko for diskriminerende praksis? Det tror jeg ikke, for sådan tror jeg ikke vores politi arbejder, men jeg kan jo ikke tage den fornemmelse fra spørgeren.","13:12","Søren Pape Poulsen"
"33"," 13:12Josephine Fock (ALT","Værsgo, fru Josephine Fock.","13:12","Pia Kjærsgaard"
"34"," 13:12Formanden (Pia Kjærsgaard","Tak. Så føler jeg mig kaldet til at spørge ind til den samtale, der har været, med Rigspolitiet om overholdelsen af internationale forpligtelser, for det undrer mig, at det har været nødvendigt at tage den samtale. Kan ministeren uddybe, hvorfor der har været behov for den samtale, og hvad den nærmere er gået ud på?","13:12","Josephine Fock"
"35"," 13:12Justitsministeren (Søren Pape Poulsen","Værsgo, ministeren.","13:12","Pia Kjærsgaard"
"36"," 13:13Formanden (Pia Kjærsgaard","Nej, men det vil vi til enhver tid selvfølgelig gerne svare på skriftligt, hvis vi skal det.","13:13","Søren Pape Poulsen"
"37"," 13:13Josephine Fock (ALT","Værsgo.","13:13","Pia Kjærsgaard"
"38"," 13:13Formanden (Pia Kjærsgaard","Så lad mig tage en anden tilgang til det. Tror ministeren, at det er muligt, at politikredse, politiledelse og politibetjente ude på gaden kan få det indtryk, at der ovenfra, dvs. fra ministerens side, har været et ønske om, at man udelukkende fokuserede på og målrettede indsatsen mod udlændinge?","13:13","Josephine Fock"
"39"," 13:13Justitsministeren (Søren Pape Poulsen","Værsgo.","13:13","Pia Kjærsgaard"
"40"," 13:13Formanden (Pia Kjærsgaard","Jeg har ikke på noget tidspunkt lagt skjul på, at hvis jeg kunne bestemme, havde jeg gerne set, at man kunne lovgive mod, at folk, der kommer hertil, tiggede, og at vi ikke skulle ramme den danske hjemløse på gaden. Men jeg har lige så tydeligt sagt, at det kan vi ikke, og at loven derfor gælder for alle. Jeg synes i hvert fald, at jeg har udtalt mig meget klart i den her sag.","13:13","Søren Pape Poulsen"
"41"," 13:13Spm. nr. S 2583) Til justitsministeren af:Kim Christiansen (DF) (medspørger: Peter Kofod Poulsen (DF)","Tak for det. Spørgsmålet er sluttet.Det næste spørgsmål (spm. nr. S 260) er til justitsministeren af fru Karin Nødgaard, Dansk Folkeparti.","13:13","Pia Kjærsgaard"
"42"," 13:13Spm. nr. S 2604) Til justitsministeren af:Karin Nødgaard (DF","Hvad agter ministeren at gøre for at udvide tungvognskontrollerne?(Spørgsmålet er trukket tilbage efter ønske fra spørgeren).","13:13","Kim Christiansen"
"44"," 13:13Karin Nødgaard (DF","Værsgo til oplæsning.","13:13","Karin Nødgaard"
"45"," 13:14Formanden (Pia Kjærsgaard","Tak. Finder ministeren det befordrende for et barns fysiske og psykiske udvikling at vokse op i et fængsel, hvor den ene af forældrene afsoner en dom?","13:14","Karin Nødgaard"
"46"," 13:14Justitsministeren (Søren Pape Poulsen","Værsgo, ministeren.","13:14","Pia Kjærsgaard"
"47"," 13:16Formanden (Pia Kjærsgaard","Tak for spørgsmålet. Der er jo to spørgsmål, der kommer et andet bagefter, og de hænger lidt sammen, men jeg skal efter bedste evne prøve på at skille tingene ad.Helt generelt synes jeg ikke, at det er befordrende for et barns udvikling at vokse op i et fængsel, hvis jeg skal sige det sådan, det er umiddelbart min holdning. Det er jo ikke noget nemt valg, myndighederne står over for, når en forælder til et lille barn anmoder om at få lov til at have sit barn hos sig i fængslet – måske er det et helt nyfødt barn, der kan være mange forskellige historier.Efter min opfattelse må det afgørende hensyn i den her slags sager være, hvad der er bedst for barnet. Det er også det princip, der ligger til grund for lovgivningen på området. Altså: Det er en forudsætning for at få lov til at have sit barn hos sig i fængslet, at den indsatte er i stand til at passe barnet. Desuden skal der helt klart som udgangspunkt indhentes en udtalelse fra de sociale myndigheder om, hvorvidt opholdet i fængslet er foreneligt med hensynet til barnet, og inden for de rammer, som lovgivningen opstiller, er det myndighedernes opgave at træffe de konkrete afgørelser og vurdere, hvad der er bedst for barnet i disse, vil jeg sige, svære sager, og her skal der jo tages en lang række hensyn og ikke mindst til barnets udvikling.Nu er regeringen så lige blevet enige med bl.a. spørgerens parti om en ny 4-årsaftale for Kriminalforsorgen, og en del af aftalen er, at der etableres et kvindefængsel, og i den forbindelse skulle der på både den åbne og den lukkede afdeling blive etableret en særlig familieafdeling til kvinder med børn. Men spørgsmålet i sig selv synes jeg er rigtig svært, og mit svar på spørgsmålet er sådan set det samme, som jeg startede med, nemlig at jeg helt generelt ikke synes, det er befordrende for et barns udvikling at vokse op i fængslet.","13:16","Søren Pape Poulsen"
"48"," 13:16Karin Nødgaard (DF","Værsgo, fru Karin Nødgaard.","13:16","Pia Kjærsgaard"
