"","V1","V2","time","name"
"11"," 13:04
    Forhandling
    
      Første næstformand (Henrik Dam Kristensen","
    Der stemmes om lovforslagets endelige vedtagelse, og der kan stemmes.
    Afstemningen slutter.
    For stemte 56 (Henrik Dam Kristensen (S), DF, V, LA og KF), imod stemte 53 (S, EL, ALT, RV og SF), hverken for eller imod stemte 0.
    Lovforslaget er vedtaget og vil nu blive sendt til statsministeren.
    Det næste punkt på dagsordenen er:
    
      5) 3. behandling af lovforslag nr. L 95 A:
    
    
      Forslag til lov om ændring af udlændingeloven. (Forlængelse af perioden for økonomisk sikkerhed i ægtefællesammenføringssager).
    
    Af udlændinge- og integrationsministeren (Inger Støjberg).
    (2. behandling 06.02.2018. Lovforslaget optrykt efter 2. behandling).
    ","13:04","Henrik Dam Kristensen"
"12"," 13:04
    Afstemning
    
      Første næstformand (Henrik Dam Kristensen","
    Jeg skal gøre opmærksom på, at efter at dagsordenen er blevet offentliggjort, er der til tredje behandling stillet ændringsforslag nr. 1 af udlændinge- og integrationsministeren. Ændringsforslaget kan kun med Tingets samtykke behandles i dette møde. Hvis ingen gør indsigelse, betragter jeg samtykket givet.
    Det er givet.
    Forhandlingen drejer sig i første omgang om det stillede ændringsforslag. Er der nogen, der ønsker at udtale sig?
    Da det ikke er tilfældet, er forhandlingen om ændringsforslaget sluttet, og vi går til afstemning.
    ","13:04","Henrik Dam Kristensen"
"13"," 13:04
    Forhandling
    
      Første næstformand (Henrik Dam Kristensen","
    Hvis der ikke begæres afstemning, betragter jeg ændringsforslag nr. 1 af udlændinge- og integrationsministeren som vedtaget.
    Det er vedtaget.
    ","13:04","Henrik Dam Kristensen"
"14"," 13:04
    Afstemning
    
      Første næstformand (Henrik Dam Kristensen","
    Forhandlingen drejer sig så om lovforslaget som helhed. Ønsker nogen at udtale sig?
    Da det ikke er tilfældet, går vi til afstemning.
    ","13:04","Henrik Dam Kristensen"
"15"," 13:05
    Forhandling
    
      Første næstformand (Henrik Dam Kristensen","
    Der kan stemmes.
    Afstemningen slutter.
    For stemte 87 (S, V, EL, LA, ALT, RV, SF og KF), imod stemte 22 (DF), hverken for eller imod stemte 0.
    Lovforslaget er vedtaget og vil nu blive sendt til statsministeren.
    Det næste punkt på dagsordenen er:
    
      6) 3. behandling af lovforslag nr. L 95 B:
    
    
      Forslag til lov om ændring af udlændingeloven. (Ophævelse af den særlige, lette adgang til domstolsprøvelse i sager om familiesammenføring med børn).
    
    Af udlændinge- og integrationsministeren (Inger Støjberg).
    (2. behandling 06.02.2018. Lovforslaget optrykt efter 2. behandling).
    ","13:05","Henrik Dam Kristensen"
"16"," 13:05
    Afstemning
    
      Første næstformand (Henrik Dam Kristensen","
    Der er ikke stillet ændringsforslag.
    Ønsker nogen at udtale sig?
    Da det ikke er tilfældet, går vi til afstemning.
    ","13:05","Henrik Dam Kristensen"
"17"," 13:06
    Forhandling
    
      Første næstformand (Henrik Dam Kristensen","
    Der stemmes om lovforslagets endelige vedtagelse, og der kan stemmes.
    Afstemningen slutter.
    For stemte 86 (S, DF, V, LA og KF), imod stemte 23 (EL, ALT, RV og SF), hverken for eller imod stemte 0.
    Lovforslaget er vedtaget og bliver nu sendt til statsministeren.
    Det næste punkt på dagsordenen er:
    
      7) 3. behandling af lovforslag nr. L 96:
    
    
      Forslag til lov om ændring af udlændingeloven. (Øget kontrol på udlændingeområdet).
    
    Af udlændinge- og integrationsministeren (Inger Støjberg).
    (Fremsættelse 15.11.2017. 1. behandling 28.11.2017. Betænkning 30.01.2018. 2. behandling 06.02.2018).
    ","13:06","Henrik Dam Kristensen"
"18"," 13:06
    Afstemning
    
      Første næstformand (Henrik Dam Kristensen","
    Der er ikke stillet ændringsforslag.
    Ønsker nogen at udtale sig?
    Da det ikke er tilfældet, går vi til afstemning.
    ","13:06","Henrik Dam Kristensen"
"19"," 13:06
    Forhandling
    
      Første næstformand (Henrik Dam Kristensen","
    Der stemmes om lovforslagets endelige vedtagelse, og der kan stemmes.
    Afstemningen slutter.
    For stemte 95 (S, DF, V, LA, RV, SF og KF), imod stemte 14 (EL og ALT), hverken for eller imod stemte 0.
    Lovforslaget er vedtaget og vil blive sendt til statsministeren.
    Det næste punkt på dagsordenen er:
    
      8) 3. behandling af lovforslag nr. L 82:
    
    
      Forslag til lov om ændring af lov om erhvervsfaglig studentereksamen i forbindelse med erhvervsuddannelse (eux) m.v. (Indførelse af erhvervsområde, erhvervsområdeprojekt, undervisningstid, fordybelsestid m.v.).
    
    Af undervisningsministeren (Merete Riisager).
    (Fremsættelse 09.11.2017. 1. behandling 01.12.2017. Betænkning 23.01.2018. 2. behandling 06.02.2018).
    ","13:06","Henrik Dam Kristensen"
"20"," 13:06
    Afstemning
    
      Første næstformand (Henrik Dam Kristensen","
    Der er ikke stillet ændringsforslag.
    Er der nogen, der ønsker at udtale sig?
    Da det ikke er tilfældet, går vi til afstemning.
    ","13:06","Henrik Dam Kristensen"
"21"," 13:07
    Forhandling
    
      Første næstformand (Henrik Dam Kristensen","
    Der stemmes om lovforslagets endelige vedtagelse, og der kan stemmes.
    Afstemningen slutter.
    For stemte 104 (S, DF, V, EL, LA, RV, SF og KF), imod stemte 0, hverken for eller imod stemte 5 (ALT).
    Lovforslaget er vedtaget og vil blive sendt til statsministeren.
    Det næste punkt på dagsordenen er:
    
      9) 3. behandling af lovforslag nr. L 85:
    
    
      Forslag til lov om ændring af lov om vejledning om uddannelse og erhverv samt pligt til uddannelse, beskæftigelse m.v. (Uddannelsesparathedsvurdering).
    
    Af undervisningsministeren (Merete Riisager).
    (Fremsættelse 09.11.2017. 1. behandling 01.12.2017. Betænkning 23.01.2018. 2. behandling 06.02.2018).
    ","13:07","Henrik Dam Kristensen"
"22"," 13:07
    Afstemning
    
      Første næstformand (Henrik Dam Kristensen","
    Der er ikke stillet ændringsforslag. Ønsker nogen at udtale sig?
    Da det ikke er tilfældet, går vi til afstemning.
    ","13:07","Henrik Dam Kristensen"
"23"," 13:08
    Forhandling
    
      Første næstformand (Henrik Dam Kristensen","
    Der stemmes om lovforslagets endelige vedtagelse. Der kan stemmes.
    Afstemningen slutter.
    For stemte 95 (S, DF, V, LA, RV, SF og KF), imod stemte 14 (EL og ALT), hverken for eller imod stemte 0.
    Lovforslaget er vedtaget og vil blive sendt til statsministeren.
    Det næste punkt på dagsordenen er:
    
      10) 2. behandling af lovforslag nr. L 118:
    
    
      Forslag til lov om ændring af lov om politiets virksomhed. (Udvidet bemyndigelse til at fastsætte regler om zoneforbud).
    
    Af justitsministeren (Søren Pape Poulsen).
    (Fremsættelse 13.12.2017. 1. behandling 16.01.2018. Betænkning 08.02.2018).
    ","13:08","Henrik Dam Kristensen"
"24"," 13:08
    Forhandling
    
      Første næstformand (Henrik Dam Kristensen","
    Der er ikke stillet ændringsforslag.
    Ønsker nogen at udtale sig?
    Det er ikke tilfældet. Så er forhandlingen sluttet.
    Jeg foreslår, at lovforslaget går direkte til tredje behandlingen uden fornyet udvalgsbehandling. Hvis ingen gør indsigelse, betragter jeg det som vedtaget.
    Det er vedtaget.
    Det næste punkt på dagsordenen er:
    
      11) 2. behandling af lovforslag nr. L 124:
    
    
      Forslag til lov om ændring af lov om sikkerhed til søs, søloven og lov om Handelsflådens Velfærdsråd. (Sammenlægning af Handelsflådens Velfærdsråd og Søfartens Arbejdsmiljøråd og justering af den årlige afgift for mindre erhvervsfartøjer).
    
    Af erhvervsministeren (Brian Mikkelsen).
    (Fremsættelse 10.01.2018. 1. behandling 16.01.2018. Betænkning 08.02.2018).
    ","13:08","Henrik Dam Kristensen"
"25"," 13:08
    Afstemning
    
      Første næstformand (Henrik Dam Kristensen","
    Ønsker nogen at udtale sig?
    Da det ikke er tilfældet, er forhandlingen sluttet, og vi går til afstemning.
    ","13:08","Henrik Dam Kristensen"
"26"," 13:09
    Forhandling
    
      Første næstformand (Henrik Dam Kristensen","
    Ønskes der afstemning om ændringsforslag nr. 1 og 2, tiltrådt af udvalget?
    Det er vedtaget.
    Jeg foreslår, at lovforslaget går direkte til tredje behandling uden fornyet udvalgsbehandling. Hvis ingen gør indsigelse, betragter jeg det som vedtaget.
    Det er vedtaget.
    Så skal vi i gang med førstebehandlinger, og derfor beder jeg om, at de, der ikke ønsker at deltage i behandlingen, forlader salen og taler uden for salen.
    Det næste punkt på dagsordenen er:
    
      12) 1. behandling af lovforslag nr. L 135:
    
    
      Forslag til lov om sikkerhed i net- og informationssystemer i transportsektoren.
    
    Af transport-, bygnings- og boligministeren (Ole Birk Olesen).
    (Fremsættelse 07.02.2018).
    ","13:09","Henrik Dam Kristensen"
"27"," 13:09
    (Ordfører)
    
      Rasmus Prehn (S","
    Forhandlingen er åbnet. Hr. Rasmus Prehn, Socialdemokratiet.
    ","13:09","Henrik Dam Kristensen"
"28"," 13:11
    
      Første næstformand (Henrik Dam Kristensen","
    Tak, formand. Lovforslaget her handler om at implementere det såkaldte NIS-direktiv, som er et EU-direktiv, der omhandler, at vi skal have den højst mulige sikkerhed i forhold til vores net- og informationssystemer, og på det her område er det så transportområdet, og det gælder altså hele vej-, bane-, luft- og havneområdet, hvor vi altså skal sikre os, at vi har det højst mulige sikkerhedsniveau, når det handler om de informationssystemer, vi arbejder med der. Det synes vi fra Socialdemokratiets side er rigtig positivt. Der er ikke nogen tvivl om, at vi skal have størst mulig sikkerhed på det her område. Vi ved, at vi lever i en tid, hvor netop informationssystemer kan være skrøbelige og være udsat for diverse angreb og andet, og bare det mindste problem kan få meget, meget voldsomme følger, så der skal bare være styr på det her område. Der synes vi, at det lovforslag, der ligger her på transportområdet, ser fornuftigt ud, og at det trækker i den rigtige retning.
    Vi må så, når vi læser de mange høringssvar, konstatere, at der er en række kritiske spørgsmål, en række kritiske bemærkninger, og det handler i høj grad også om den her måde, man håndterer persondataspørgsmålet – Bl.a. er IT-Politisk Forening kritisk her – og så handler det også om, hvor store de administrative byrder er. Når man læser lovforslaget, ser det ud, som om det er ret beskedent med de administrative byrder og de udgifter, der skulle være forbundet med det, men der er altså flere af høringssvarene, der er lidt kritiske. Så derfor vil vi fra Socialdemokratiets side forfølge nogle af de spørgsmål, der er i høringssvarene, i udvalgsprocessen og blive klogere på det område, men tanken er, at det her er noget, som er så vigtigt, så vi selvfølgelig skal have implementeret det her, og derfor kommer vi til at støtte det her forslag i sidste ende. Men vi skal igennem en grundig udvalgsproces på det her område for at være helt sikker på, at vi kommer ud i alle de hjørner, der bliver berørt i høringssvarene.
    ","13:11","Rasmus Prehn"
"29"," 13:11
    (Ordfører)
    
      Kim Christiansen (DF","
    Tak til hr. Rasmus Prehn. Der er ikke nogen korte bemærkninger, så vi går videre til hr. Kim Christiansen, Dansk Folkeparti.
    ","13:11","Henrik Dam Kristensen"
"30"," 13:13
    
      Første næstformand (Henrik Dam Kristensen","
    Ganske som hr. Rasmus Prehn kan vi jo slet ikke være uenige i, at vi skal have størst mulig sikkerhed på de her områder og også inden for vores område, nemlig transportsektoren, som vi her berører. Det er flysikkerhed, og i forslaget er også nævnt signalsystemet. Vi kunne her komme med en sidebemærkning om, at her er vi i hvert fald i god tid, for det er jo blevet lidt forsinket. Men når det så er sagt, handler det her om, at man øger sikkerheden og implementerer det her NIS-direktiv.
    Men jeg vil også pointere, at det, jeg synes der mangler, er en konkretisering af, hvad det er for en organisation, der skal opbygges. Hvad kommer det til at koste? Det har jeg i hvert fald ikke kunnet læse mig frem til. Og hvad er der af byrder for de implicerede firmaer, Naviair, DSB osv. osv.? Jeg synes, det er vigtigt, at vi får det penslet ud under udvalgsbehandlingen, så vi har et fuldstændigt overblik over de økonomiske, men også andre konsekvenser, som det her forslag har for de implicerede
    Når det så er sagt, går vi selvfølgelig også i Dansk Folkeparti op i, at vi har maksimal sikkerhed på de områder.
    ","13:13","Kim Christiansen"
