"","V1","V2","time","name"
"28"," 13:07
    
      Formanden (Pia Kjærsgaard","
    Næh, det sætter ikke noget spørgsmålstegn ved det. Det er sådan, at jeg får forskellige invitationer, og jeg bestræber mig sådan set på at være imødekommende og deltage, og der er intet som helst, der forhindrer mig i som statsminister at besøge et arrangement, der er tilrettelagt af en almenvelgørende fond, hvad enten det nu er Løkkefonden eller andre fonde, fuldstændig ligesom jeg nu lige har givet en reference til det arrangement, der om kort tid skal finde sted ude i Brøndby, initieret af spørgerens egen folketingskollega, hvor jeg uden at kende detaljerne omkring det har et billede af, at der er nogle folk, der betaler for at være med i et netværk, der understøtter noget foreningsarbejde, og der deltager jeg. Jeg har fået en invitation, og jeg deltager.
    ","13:07","Lars Løkke Rasmussen"
"29"," 13:07
    
      Simon Kollerup (S","
    Tak. Så er det sidste omgang til hovedspørgeren, hr. Simon Kollerup. Værsgo.
    ","13:07","Pia Kjærsgaard"
"30"," 13:08
    
      Formanden (Pia Kjærsgaard","
    Tak. Jeg må sige, at jeg synes, vi er vidne til den gamle disciplin om at blæse og have mel i munden på samme tid. For man står virkelig med oplevelsen af, at statsministeren sådan lidt efter forgodtbefindende evner at hoppe ud og ind af rollen som landets statsminister og skifter kasketter, sådan som det passer ind i statsministerens eget kram. Altså, man vil både gerne stå ved det, man sagde på samrådet, og der var man behændigt nok privat i nogle sammenhænge, og for 8 år siden sagde man jo så, at man altid er minister døgnet rundt. Begge dele kan jo ikke være rigtigt på samme tid, hr. statsminister.
    ","13:08","Simon Kollerup"
"31"," 13:08
    
      Statsministeren (Lars Løkke Rasmussen","
    Værsgo til ministeren.
    ","13:08","Pia Kjærsgaard"
"32"," 13:09
    
      Formanden (Pia Kjærsgaard","
    Selvfølgelig kan det det. Altså, nu kan jeg jo ikke stille spørgsmål til hr. Simon Kollerup, men det bliver jo en absurd leg om ord. Selvfølgelig har man en funktion som minister, den har man i døgndrift. Det er derfor, jeg har forventninger til mine ministre, det er derfor, jeg har forventninger til mig selv om at være arbejdsom, om at være tilgængelig, om at opføre sig ordentligt.
    Betyder det så, at ministre ikke må have noget som helst privatliv, at ministre ikke må have venner, at ministre ikke må engagere sig i foreningsarbejde, gå til spejder; betyder det, at jeg ikke må besøge spejdernes lejr, fordi jeg selv er medlem af KFUM-spejderne? Selvfølgelig gør det ikke det.
    Jeg tager det fulde ansvar for, at jeg i 2012 stiftede en almenvelgørende fond. Jeg har ikke nogen rolle i den fond længere, men jeg har været meget, meget åben om, at jeg er engageret, og der er intet, der forhindrer mig i at tage imod en invitation til arrangementer i den fond, på linje med at jeg kan forholde mig til invitationer fra alle mulige andre, hvad enten det nu er Team Rynkeby, der skal cykle til Paris, eller en Røde Kors-indsamling eller Brøndby Idrætsforenings ungdomsarbejde.
    ","13:09","Lars Løkke Rasmussen"
"33"," 13:09
    
      Spm. nr. S 667
    
    2) Til statsministeren af:
    
      Simon Kollerup (S). Medspørger: Christian Rabjerg Madsen (S","
    Tak, og spørgsmålet er afsluttet.
    Det næste spørgsmål er til statsministeren af hr. Simon Kollerup, Socialdemokratiet, og der er en medspørger, Christian Rabjerg Madsen, Socialdemokratiet.
    ","13:09","Pia Kjærsgaard"
"35"," 13:09
    
      Simon Kollerup (S","
    Værsgo til at læse op.
    ","13:09","Simon Kollerup"
"36"," 13:09
    
      Formanden (Pia Kjærsgaard","
    I hvilke sammenhænge mener statsministeren at han kan optræde som privatperson og ikke som statsminister?
    ","13:09","Simon Kollerup"
"37"," 13:09
    
      Statsministeren (Lars Løkke Rasmussen","
    Værsgo, statsministeren.
    ","13:09","Pia Kjærsgaard"
"38"," 13:12
    
      Formanden (Pia Kjærsgaard","
    Vi har jo sådan set allerede været det igennem. Altså, jeg har forventninger til ministrene i de regeringer, jeg står i spidsen for, til deres arbejdsindsats, til den måde, de varetager deres ministerhverv på i det hele taget. Det gav jeg også udtryk for for et øjeblik siden. Og det betyder også, at jeg har forventninger til mig selv.
    Men det betyder jo selvsagt ikke, at ministre ikke kan optræde i andre funktioner end ministerfunktioner. En minister har – det gælder også mig selv – et privatliv med familie, med børn, med venner. Ministre – det gælder i særlig grad også mig selv – varetager en partifunktion som formand for et parti, indgår i andre relationer. Og det er der ikke noget nyt i. Sådan er det, og sådan har det altid været for alle ministre, også for statsministeren.
    Derfor har jeg lidt svært ved at forstå, kan man sige, præmissen for dette spørgsmål og sådan set også det første spørgsmål. Det er helt naturligt, at en minister deltager i arrangementer uden for ministergerningen, og det synes jeg er en god ting. For hvis man som minister bare burede sig inde på ministerkontorerne døgnet rundt, tror jeg man ville komme til at mangle en kontakt til den virkelige virkelighed.
    Jeg har været fuldstændig åben omkring, at jeg fra tid til anden, når min tid tillader det, i tillæg til min ministergerning også deltager i en lang række arrangementer – og i mit tilfælde jo også arrangementer med tilknytning til LøkkeFonden. Og det gør jeg af fuldstændig den samme grund, som jeg i sin tid stiftede fonden, nemlig at den her fond løfter en vigtig samfundsmæssig problemstilling, som jeg gerne ville gøre noget ved. Den handler om at hjælpe drenge væk fra kanten og ind i fællesskabet. Og det vil jeg også fremover gøre, når tiden tillader det.
    Samtidig bestræber jeg mig så i øvrigt på at være åben og tilgængelig over for alle, og det gør jeg, fordi jeg har en helt grundlæggende interesse i mennesker, og fordi jeg mener, at hvervet som statsminister i Danmark ikke kun er til pynt – det forpligter. Og det betyder også, at jeg som statsminister deltager i rigtig mange sammenhænge, hvor min tilstedeværelse er ønsket, og hvor jeg finder, at der er tale om et formål, jeg kan stå inde for.
    ","13:12","Lars Løkke Rasmussen"
"39"," 13:12
    
      Simon Kollerup (S","
    Værsgo, spørgeren.
    ","13:12","Pia Kjærsgaard"
"40"," 13:13
    
      Formanden (Pia Kjærsgaard","
    Tak for det. Det er jo interessant, at statsministeren priser det meget højt at komme ud og være privat og samtidig i øvrigt i forbindelse med samrådet tidligere på året og i andre situationer mener, at det slet ikke påvirker ham. Man må forstå, at det slet ikke har indflydelse på hans politiske tænkning. Men når jeg har stillet det her spørgsmål, som vi nu er i gang med, så er det selvfølgelig, fordi statsministerens hidtidige forklaringer er meget forvirrende.
    Lad os prøve at gå tilbage til Thyborøn i starten af 2016. Statsministeren skal til torskegilde og hente den store check til LøkkeFonden, og udvalgte fiskere får så et møde med statsministeren, som jo er i byen alligevel. Mødelokalet, forstår vi, ligger oven på salen, hvor torskegildet finder sted, og på vej ned ad trappen bliver statsministeren så til den private Lars Løkke. Vil statsministeren ikke prøve at forklare os, hvad der sker på vej ned ad trappen, der gør, at det hele pludselig bliver så privat? Hvordan skal folk kunne regne ud, når de møder landets statsminister, om det så er statsministeren eller en privatperson, de møder? For jeg er ret sikker på, at folk altid regner med, at det er statsministeren, de møder, når de møder statsministeren. Eller hvordan forholder det sig?
    ","13:13","Simon Kollerup"
"41"," 13:13
    
      Statsministeren (Lars Løkke Rasmussen","
    Værsgo.
    ","13:13","Pia Kjærsgaard"
"44"," 13:14
    
      Formanden (Pia Kjærsgaard"," Ja tak) ... til mandagsløbeture og brunch. Jeg er en åben og tilgængelig person.
    ","13:14","Lars Løkke Rasmussen"
"45"," 13:14
    
      Simon Kollerup (S","
    Taletiden er overskredet. Værsgo.
    ","13:14","Pia Kjærsgaard"
"46"," 13:15
    
      Formanden (Pia Kjærsgaard","
    Tak for det. Det er jo interessant, at man ikke kan få et svar fra statsministeren på, hvad der sker på vej ned ad den trappe, for det er jo kerneeksemplet på, at det, som statsministeren har bevæget sig ud i her, er uladsiggørligt. Det er uladsiggørligt at være statsminister oppe i mødelokalet på første sal og så trylle sig selv om til en privatperson på vej ned ad trappen. De fiskere, der fulgtes med statsministeren på vej ned ad trappen, har da ingen anelse om, at statsministeren er blevet privatperson på vej ned ad trappen.
    Formanden for fiskeriforeningen i Thyborøn har over for Danmarks Radio klart tilkendegivet, at det, at man fik det omtalte møde i Thyborøn, hang sammen med, at man donerede penge til LøkkeFonden, og at man deltog i det her torskegilde. Mener statsministeren, at den her fiskeriforeningsformand taler usandt i den her sammenhæng?
    ","13:15","Simon Kollerup"
"47"," 13:15
    
      Statsministeren (Lars Løkke Rasmussen","
    Værsgo. Så er det statsministeren.
    ","13:15","Pia Kjærsgaard"
"49"," 13:16
    
      Formanden (Pia Kjærsgaard"," Man skal overholde taletiden!).
    ","13:16","Lars Løkke Rasmussen"
"50"," 13:16
    
      Christian Rabjerg Madsen (S","
    Værsgo til medspørgeren.
    ","13:16","Pia Kjærsgaard"
"51"," 13:17
    
      Formanden (Pia Kjærsgaard","
    Tak for det. Jeg synes, det er aldeles glimrende, at vi har en engageret statsminister, som deltager i forskellige arrangementer. Men vi er nødt til at komme tilbage til det her spørgsmål om, hvorvidt man kan købe sig adgang til statsministeren. Statsministeren siger klart, at det kan man ikke. Men i den konkrete sag fra Esbjerg henvender den erhvervsdrivende fond Lauritzen Fonden sig til LøkkeFonden og siger: Vi har et millionbeløb. Fundraiseren for LøkkeFonden skriver så til statsministeren: Lauritzen Fonden ønsker at give et beløb, vi håber, at de bliver fremtidig donor, og vi håber, at statsministeren kan kaste glans over et arrangement og skaffe massiv pressedækning til Lauritzen Fondens donation.
    Det er altså LøkkeFonden selv, der laver koblingen mellem statsministerens deltagelse og så en donation og en fremtidig donation. Og statsministeren vælger som statsminister at imødekomme den invitation, som klart er blevet koblet til en donation til LøkkeFonden. Kan statsministeren ikke se det problematiske i det – altså se det problematiske i, at der bliver lavet en klar sammenhæng fra LøkkeFondens side imellem en donation til LøkkeFonden og statsministerens deltagelse, ikke i Rynkeby og KFUM og alt mulig andet, men der er en klar sammenhæng her, som LøkkeFonden laver, imellem en donation, muligheden for fremtidig donation og så statsministerens deltagelse?
    ","13:17","Christian Rabjerg Madsen"
"52"," 13:17
    
      Statsministeren (Lars Løkke Rasmussen","
    Værsgo.
    ","13:17","Pia Kjærsgaard"
"53"," 13:18
    
      Formanden (Pia Kjærsgaard","
    Jeg tror, det er en meget upræcis gengivelse af tingene. Jeg kan bare sige, at jeg forholder mig til de invitationer, jeg får, tager stilling til, hvorvidt jeg ønsker at imødekomme en invitation eller ej, og i den vurdering indgår ikke andre overvejelser, end om jeg finder den her invitation relevant, i forhold til om det er noget, jeg kan stå inde for. Der er intet, der forhindrer mig i at tage imod en invitation til at komme til åbningen af et drengeakademi fuldstændig på linje med at tage stilling til andre invitationer, jeg får.
    Nu har jeg fået en invitation fra et netværk ude i Brøndby, som er initieret af spørgerens egen kollega her i Folketinget hr. Morten Bødskov, et netværk af folk, der betaler penge for at fremme en god sag, nemlig ungdomsarbejdet ude i Brøndby Idrætsforening. Den har jeg taget imod. Det er der ikke noget odiøst i. Men jeg vil da tro, de er glade for det, for ellers havde de vel ikke inviteret mig. Fuldstændig på linje med det har jeg f.eks. taget imod en invitation fra Københavns Kommune til at fejre nogle drenge, der har bestået et drengeakademi. Det står jeg fuldstændig ved, og det er der intet odiøst i.
    ","13:18","Lars Løkke Rasmussen"
"54"," 13:18
    
      Christian Rabjerg Madsen (S","
    Værsgo, så er det ½ minut.
    ","13:18","Pia Kjærsgaard"
"55"," 13:19
    
      Formanden (Pia Kjærsgaard","
    Jeg bliver nødt til at sige, at sammenhængen mellem, at den private erhvervsdrivende fond giver en donation til LøkkeFonden, og så statsministerens deltagelse jo ikke er en sammenhæng, jeg finder på. Det er ikke mig, der opfinder, at der er den sammenhæng. Det er LøkkeFonden, der skriver til statsministeren, at de håber, at de bliver en fremtidig fast giver, og kobler dermed fondens donation til LøkkeFonden med et ønske om pressedækning og et ønske om statsministerens deltagelse. Har statsministeren ikke forholdt sig til, om det er problematisk, at der sker en sammenkobling imellem statsministerens deltagelse i et arrangement og så det forhold, at LøkkeFonden får nogle penge?
    ","13:19","Christian Rabjerg Madsen"
"56"," 13:19
    
      Statsministeren (Lars Løkke Rasmussen","
    Værsgo.
    ","13:19","Pia Kjærsgaard"
"57"," 13:19
    
      Formanden (Pia Kjærsgaard","
    Jeg har ikke forholdt mig til andet, end at jeg ved den almindelige kalendergennemgang, som vi har i ministeriet, hvor vi tager stilling til de invitationer, der er kommet ind, har forholdt mig til, om det kunne passe ind i kalenderen at deltage i det pågældende arrangement, som forekommer at være et godt arrangement.
    ","13:19","Lars Løkke Rasmussen"
"58"," 13:20
    
      Simon Kollerup (S","
    Så er det sidste omgang. Hovedspørgeren, værsgo. Hr. Simon Kollerup.
    ","13:20","Pia Kjærsgaard"
"59"," 13:20
    
      Formanden (Pia Kjærsgaard","
    Tak. Når den her sag fortjener to spørgsmål i Folketingssalen og den gennemgang, den har fået i dag, er det jo, fordi det er problem for Folketingets arbejde, hvis statsministeren sådan lidt efter forgodtbefindende kan vælge at hoppe ud af rollen som statsminister og sige, at nu er tingene meget private – måske fordi der begynder at opstå politiske problemer omkring dem, så er det pludselig meget privat, og så er der ikke adgang til at spørge til det. Det var sådan, det skete på samrådet i januar måned, og nu ser vi jo så også i dag, at det er fuldstændig uladsiggørligt. Statsministeren kan jo ikke fortælle danskerne, hvordan de skal vide, hvilken Lars Løkke Rasmussen de møder på gaden – er det statsminister Lars Løkke Rasmussen, eller er den private Lars Løkke Rasmussen? Der er jo ingen, der kan vide det. Det er noget, statsministeren selv tiltager sig retten til at definere.
    ","13:20","Simon Kollerup"
"60"," 13:20
    
      Statsministeren (Lars Løkke Rasmussen","
    Værsgo.
    ","13:20","Pia Kjærsgaard"
"61"," 13:21
    
      Formanden (Pia Kjærsgaard","
    Jeg hørte ikke noget spørgsmål her overhovedet, så jeg ved ikke, hvad jeg skal svare. Jeg er statsminister – det er en funktion, den har jeg døgnet rundt, også når jeg sover, for jeg kan vækkes, hvis der sker noget. Det har jeg. Kan det kombineres med, at jeg så i øvrigt har et engagement som person, at jeg deltager i foreningsfester, at jeg har venner? Selvfølgelig kan det det. Det kræver da åbenhed omkring det, og jeg er et åbent og tilgængeligt menneske. Der har aldrig været stukket noget under en stol. Det engagement, jeg har i relation til den her konkrete fond, har jeg været helt åben omkring. Jeg poster også gladeligt på de sociale medier. Jeg føler mig helt tryg ved, at danskerne godt kan gennemskue, hvad jeg er for en person, og jeg står fuldstændig ved det, jeg har gjort. Det havde været lettere at lade være med at lave den fond. Det havde det, så havde jeg ikke stået her i dag. Men så var der altså også ret mange drenge, der ikke havde fået en håndsrækning.
    ","13:21","Lars Løkke Rasmussen"
"62"," 13:21
    
      Spm. nr. S 663
    
    3) Til undervisningsministeren af:
    
      Marie Krarup (DF","
    Så er spørgsmålet afsluttet.
    Det næste spørgsmål er til undervisningsministeren.
    ","13:21","Pia Kjærsgaard"
"64"," 13:22
    
      Marie Krarup (DF","
    Værsgo for oplæsning af spørgsmålet.
    ","13:22","Marie Krarup"
"65"," 13:22
    
      Formanden (Pia Kjærsgaard","
    Tak. Spørgsmålet lyder: Hvordan vil ministeren sikre, at betydningen af kultursammenstødet mellem islam og kristendom og de deraf følgende problemer for demokratiet i Danmark indgår i de tiltag om såkaldt demokratisk dannelse, som ministeren har lanceret, men hvor det nævnte kultursammenstød tilsyneladende ikke figurerer?
    ","13:22","Marie Krarup"
"66"," 13:22
    
      Undervisningsministeren (Merete Riisager","
    Værsgo, ministeren.
    ","13:22","Pia Kjærsgaard"
"67"," 13:24
    
      Formanden (Pia Kjærsgaard","
    Jeg er meget opmærksom på de kultursammenstød, som foregår på vores uddannelsesinstitutioner, og i den forbindelse er det meget vigtigt, at vi ikke er berøringsangste over for udfordringerne. Jeg anerkender til fulde, at den demokratiske dannelse er udfordret af ikkevestlig indvandring, og at der er behov for mere islamkritik i vores folkeskole og uddannelsessystem.
    Religionskritik skal være en integreret del af vores undervisning. Det har det været mange år, og det skal det også være i forhold til andre religioner end den kristne; det er det som sagt allerede i forhold til kristendommen. Jeg ønsker bl.a., at man i klasselokalerne tør tage de svære diskussioner om religiøse teksters syn på eksempelvis kønnenes ligestilling, jøder og homoseksuelle.
    Jeg har nedsat et dialogforum for demokratisk dannelse, som er kommet med anbefalinger til mig til initiativer til at fremme den demokratiske dannelse. De foreslår bl.a.: Ungdomsuddannelserne skal ikke være værdineutrale, men skal aktivt fremme demokrati og afvise f.eks. totalitære ideologier. Det skal signaleres, at institutionerne ikke kan være værdineutrale i mødet med udemokratiske værdier. Og det er vigtigt, at institutionerne forholder sig til kontroversielle emner.
    Det er jeg enig i. Anbefalingerne har været sendt i høring hos interessenter, ligesom de er blevet drøftet i gymnasieforligskredsen, og jeg er ved at se nærmere på, hvilke initiativer jeg vil gå videre med. Det er mig magtpåliggende, at de initiativer, der bliver sat i søen, reelt imødekommer og har effekt i forhold til de udfordringer, der er med kultursammenstød og demokratisk dannelse, på uddannelsesinstitutionerne. Jeg tror ikke, at det er en udfordring, vi løser med et snuptag. Der er nærmere tale om et langt, sejt træk.
    ","13:24","Merete Riisager"
"68"," 13:24
    
      Marie Krarup (DF","
    Tak. Og værsgo til spørgeren.
    ","13:24","Pia Kjærsgaard"
