"","time","name","chairman","id","party","academic","education_fill","text","agenda","statement_number"
"11",14H 35M 0S,"Karina Due",FALSE,"15761","(DF)",FALSE,"No Academic Eduction","
    Jeg er fuldstændig enig med ministeren: Minareter hører ikke til i Danmark.
    Jeg har før spurgt ministeren, om hun vil være med til at lovgive på det her område, og det blev så også afvist med henvisning til, at det kommunale selvstyre skulle klare den side af sagen, og at ministeren, som hun også siger i dag, i øvrigt har tillid til de lokale medlemmer. Problemet er bare, at der ikke er nogen samklang mellem den politik, Venstre giver udtryk for her i Folketingssalen, og den politik, som Venstre fører i kommunerne. Jeg kan f.eks. henvise til Roskilde Kommune, hvor der er opført en moské med minareter med Venstres stemmer. De eneste, der stemte imod, var Dansk Folkeparti.
    Jeg vil på den baggrund igen spørge ministeren, om hun vil være med til at lovgive på området, således at vi får en ensretning af politikken, en ensretning af, hvad der bliver sagt på Christiansborg, og hvad der bliver gjort i kommunerne.
    ",NA,243
"12",14H 35M 0S,"Inger Støjberg",FALSE,"182","(V)",FALSE,"No Academic Eduction","
    Altså, man kan sige, det jo lidt er den samme diskussion, som vi havde omkring halalkød lige for få minutter siden, nemlig om vi grundlæggende mener, at alting skal bestemmes fra Christiansborg, eller om man skal have, kan man sige, diskussionen lokalt. Og her er mit udgangspunkt, at forsvaret for de danske værdier er bedst og står stærkest, hvis det er en diskussion, vi hver især tager i dagligdagen, såvel i daginstitutionen som i kommunalbestyrelsen.
    For derved kan der ikke bare henvises til noget, der er besluttet langt væk fra, nemlig inde på Christiansborg, sådan at man ligesom kan vaske sine hænder og sige, at det i øvrigt ikke er mig, der har besluttet det her. Jeg mener, det er helt afgørende, at vi hver især står på mål for det. Men hvis du spørger, om jeg synes, minareter hører til i Danmark, så er svaret klart nej.
    ",NA,245
"13",14H 36M 0S,"Karina Due",FALSE,"15761","(DF)",FALSE,"No Academic Eduction","
    Synes ministeren ikke, det er et problem, at Venstre formidler en holdning i Folketinget, og at de lokale Venstrefolk agerer stik modsat?
    ",NA,247
"14",14H 36M 0S,"Inger Støjberg",FALSE,"182","(V)",FALSE,"No Academic Eduction","
    Jeg kan i hvert fald sige, at der ikke er nogen, der skal være i tvivl om, hvor jeg står. Og det håber jeg så at jeg godt må sige på den måde for formanden.
    ",NA,249
"15",14H 37M 0S,"Karina Due",FALSE,"15761","(DF)",FALSE,"No Academic Eduction","
    Jeg kan ikke lade være med at tænke på, hvor mange tilfælde vi skal se af de her sager, hvor man kommunalt stemmer stik modsat af, hvad Venstres udmærkede minister formidler herinde fra Folketinget, før man fra Venstres side er villig til at gribe ind og ligesom få et fælles fodslag i partiet.
    ",NA,251
"16",14H 37M 0S,"Inger Støjberg",FALSE,"182","(V)",FALSE,"No Academic Eduction","
    Jeg tror, det er svært at komme det meget nærmere, for måske ser vi bare grundlæggende forskelligt på, hvor forsvaret for det danske værdisæt står stærkest, altså om det er, hvis man tager det helt lokalt – og ja, så kan der jo indimellem være uenigheder – eller om man tager det centralt, altså fra Christiansborg, og mener, at alting skal besluttes her. Og der holder jeg jo så på det første. Men jeg anerkender helt, at man sagtens vil kunne argumentere for det, fru Karina Due argumenterer for i dag. Jeg er bare ikke enig i det.
    ",NA,253
"17",14H 37M 0S,"Christian Langballe",FALSE,"79","(DF)",TRUE,"Academic Eduction","
    Tak til formanden. Spørgsmålet er som følger : Hvorfor har regeringen ikke for lang tid siden taget initiativ til at lave en hjemsendelsesstrategi, sådan at man virkelig begynder at hjemsende flygtninge til de lande, hvor der er fred?
    ",NA,256
"18",14H 37M 0S,"Inger Støjberg",FALSE,"182","(V)",FALSE,"No Academic Eduction","
    Jeg er fuldstændig enig med hr. Christian Langballe i, at flygtninge skal rejse hjem, så snart forholdene i deres hjemlande gør det muligt. Det er i øvrigt det, folkeslag også tidligere har gjort: at man selvfølgelig rejser hjem og genopbygger sit land.
    Danmark skal naturligvis ikke give asyl til personer, der ikke længere har behov for beskyttelse, og det er også derfor, at regeringen i de senere år – jo med støtte fra Dansk Folkeparti, må man bestemt sige – ad flere omgange har skærpet reglerne for inddragelse af opholdstilladelser. Vi har i dag nogle meget klare regler om inddragelse af opholdstilladelser, og inddragelse af en tidsbegrænset opholdstilladelse skal som udgangspunkt ske, hvis forholdene i hjemlandet eller i dele af landet har ændret sig på en måde, så udlændingene ikke længere risikerer forfølgelse. Inddragelse skal som udgangspunkt også ske, hvis en flygtning f.eks. rejser hjem på ferie i hjemlandet, idet man jo så må formode, at han eller hun ikke længere risikerer forfølgelse.
    Jeg kan derfor også forsikre om, at asylmyndighederne er meget opmærksomme på, om forholdene i flygtningenes hjemlande har ændret sig. Og lad mig måske lige i den forbindelse fremhæve, at konflikten i Syrien og også dens betydning for Flygtningenævnets praksis har været drøftet på samtlige møder i Flygtningenævnets formandskab og koordinationsudvalg siden april 2011. Myndighederne er derfor også meget opmærksomme på, at det ikke nødvendigvis er alle områder i et land som f.eks. Somalia eller Syrien, der er lige påvirket af en konflikt. Eksempelvis er det jo netop sådan, at Udlændingestyrelsen i efteråret 2016 har indledt et meget stort inddragelsesprojekt vedrørende somaliske statsborgere med opholdstilladelse på grund af de generelle forhold i Somalia. Og det er også på den baggrund, at Udlændingestyrelsen som led i det projekt indtil videre har inddraget eller givet afslag på forlængelse af opholdstilladelser for 400 personers vedkommende.
    ",NA,258
"19",14H 37M 0S,"Christian Langballe",FALSE,"79","(DF)",TRUE,"Academic Eduction","
    Men hvis jeg ser på den almindelige praksis, som den har været gældende, synes jeg, at der er nogle ting, der simpelt hen vender på hovedet og har gjort det i utrolig mange år. Jeg vil mene, at når man kommer til et land som flygtning, må udgangspunktet være, at man fra dag et får at vide, at man er her på midlertidigt ophold, og det vil sige, at der ikke bliver taget initiativ til integration, at der ikke bliver taget initiativ til alle mulige ting, men det er på lånt tid, og at når der så begynder at komme forhold, der minder om fred, begynder vi at aktivere hjemsendelsen som noget ganske naturligt. Det er her, jeg mener, at det vender forkert.
    I min egenskab af medlem af Indfødsretsudvalget, formand for Indfødsretsudvalget, giver vi lige i øjeblikket statsborgerskaber til irakere. Det har vi faktisk gjort i nogle år nu. Hvorfor gør vi det? Jo, det gør vi, fordi de irakere kom her som følge af Irakkrigen, så fik de midlertidigt ophold, så fik de permanent ophold, og nu bliver de så belønnet med et statsborgerskab i den anden ende.
    Det er simpelt hen en måde at gøre tingene på, som ikke holder, og hvor jeg mener, at man meget mere aktivt og meget mere stålsat begynder at sende de her folk hjem, fordi der altså er en eller anden total sammenblanding, som der har været alle årene, med, at hvis man kommer hertil som flygtning, er man pr. definition – man har fået flygtningestatus – også immigrant, og så skal man bare indsluses i det danske samfund. Det er den trafik og den måde at gøre tingene på, som vi bliver nødt til at have gjort op med, hvis vi skal forsvare det Danmark, som vi kender det i dag.
    ",NA,260
"20",14H 37M 0S,"Inger Støjberg",FALSE,"182","(V)",FALSE,"No Academic Eduction","
    For det første er jeg jo fuldstændig enig med hr. Christian Langballe i, at når man er flygtning, er man netop flygtning, og det betyder, at så skal man rejse hjem igen, når der bliver fred i ens hjemland, nøjagtig ligesom alle folkeslag igennem tiderne også har gjort – og det gjorde danskerne i øvrigt også i sin tid. Når det er sagt, mener jeg, at så længe man er her, skal man bidrage, så skal man forsørge sig selv, og til det sidste håber jeg også bare, at hr. Christian Langballe vil anerkende, at der jo netop sker nogle ting på det her område, f.eks. det faktum, at der er omkring 400, der enten ikke har fået forlænget eller har fået afslag på forlængelse af opholdstilladelsen, fra Somalia, som ellers har været et land, som jo, må vi sige, har været temmelig besværligt at sende hjem til.
    ",NA,262
"21",14H 37M 0S,"Christian Langballe",FALSE,"79","(DF)",TRUE,"Academic Eduction","
    Altså, hvis man nu tager den sådan almindelige trafik, som den er, så er det jo sådan, at lige så snart der kommer en ud og beder om asyl, så får vedkommende en video på 20, 25, 30 minutter, hvor man oplyses om alle ens rettigheder. Jeg mener simpelt hen, det er totalt fejlagtigt at gribe det an på den måde. Man burde sige fra dag et: Ved du hvad, kære ven, du er her til beskyttelse for den krig, som du er flygtet fra, og den dag, hvor den krig er ovre, bliver du sendt hjem igen.
    Det er jo ikke det, der sker, og jeg synes, at de integrationsplaner, som regeringen selv har sat sig bag, jo viser hele problemet i det. Der ville jeg gerne have, at integrationsministeren i stedet for at være integrationsminister begyndte at være hjemsendelsesminister.
    ",NA,264
"22",14H 39M 0S,"Inger Støjberg",FALSE,"182","(V)",FALSE,"No Academic Eduction","
    En del af det her kan det jo være svært at være uenig med hr. Christian Langballe i. Jeg vil nu gerne fastholde min titel som udlændinge- og integrationsminister.
    Når det er sagt, er jeg jo ikke uenig i, at man selvfølgelig skal hjem igen, når man ikke længere er i fare i det hjemland, man kommer fra. Men der, hvor jeg tror uenigheden opstår, er jo: Hvad skal der ligesom ske i den periode, man så er i Danmark? Der er jeg af den holdning, at man må forsørge sig selv. Der skal man ud på arbejdsmarkedet, og der skal man bidrage.
    ",NA,266
"23",14H 39M 0S,"Christian Langballe",FALSE,"79","(DF)",TRUE,"Academic Eduction","
    Jeg synes jo, det er glimrende, at ministeren er enig med lille mig, var jeg lige ved at sige, men der er så forskel på Kong Salomon og Jørgen Hattemager, altså forskel på ministeren som udøvende magt og på mig som folketingsmedlem. Der mener jeg så bare, at serveretten jo ligger ved ministeren, og at ministeren for alvor begynder at være hjemsendelsesminister, altså at man simpelt hen lige vender bøtten, vender den 180 grader, og siger: Det, det drejer sig om, når vi tager imod flygtninge, er, at de skal hjem igen, når der er fred og ingen fare i deres eget land. Det er simpelt hen det, der er grundforudsætningen. Kan det ikke blive en grundforudsætning for dansk flygtningepolitik i fremtiden?
    ",NA,268
"24",14H 40M 0S,"Inger Støjberg",FALSE,"182","(V)",FALSE,"No Academic Eduction","
    Jeg vil sige, at sådan burde det jo i hvert fald altid have været, og jeg mener også, at det er sådan. Det er sådan, at man kun skal have beskyttelse, lige så længe man er forfulgt. Når man ikke længere er forfulgt, skal man selvfølgelig rejse hjem, alene også af den grund, at vi jo skal tænke på, at det er de stærkeste, der er nået hertil. Så det er jo dem, som et land efterfølgende skal profitere af kommer hjem og genopbygger landet igen. For ellers sker der jo ingen udvikling i de lande, som de kommer fra.
    ",NA,270
"25",14H 40M 0S,"Rasmus Prehn",FALSE,"264","(S)",FALSE,"No Academic Eduction","
    Mange tak, formand. Mener ministeren, at det skaber tryghed i Vendsyssel, at regeringen ikke vil forlænge det statslige tilskud til akutlægebilen i Hjørring, som regeringen indførte for at kompensere vendelboerne for, at man placerede akutlægehelikopteren i Skive uden for Region Nordjylland?
    ",NA,273
"26",14H 41M 0S,"Ellen Trane Nørby",FALSE,"163","(V)",FALSE,"No Academic Eduction","
    Det er grundlæggende regionernes ansvar at sikre det præhospitale og dermed også sikre trygheden for borgerne, også i Region Nordjylland, hvor man har gevaldige udfordringer på det præhospitale område, og hvor det jo også er en politisk opgave at prioritere det. Det har vi understøttet fra statsligt hold med puljemidler ad to omgange.
    Derudover har regionerne i forbindelse med økonomiaftalen her i foråret fået tilført 0,5 mia. kr. ekstra, heraf er de 50 mio. kr. gået til Region Nordjylland. Det er frie midler, som ikke har været bundet op på andre initiativer, og hvor der også har ligget, at man ud fra de midler, som var frie midler – i modsætning til, hvad det nogle gange tidligere har været – skulle løfte bl.a. den præhospitale indsats. Jeg kan jo så forstå på noget af den debat, der er foregået i Nordjylland, at man hellere ville have set, at vi havde øremærket midlerne herindefra. Jeg synes nu ellers, jeg plejer at høre, at man gerne vil have frie midler, så man kan lave de politiske prioriteringer lokalt. Men jeg har hørt ønsket fra Nordjylland om, at vi fremover puljeudmønter midlerne, bl.a. til det præhospitale område.
    Det ændrer ikke på, at man har fået 50 mio. kr. ekstra lige før sommerferien i forbindelse med økonomiaftalerne, som man også skal bruge til at løfte det præhospitale område. Det er selvfølgelig afgørende, at borgerne, også i Vendsyssel, kan føle sig trygge, og at de også kan føle sig betrygget af, at der kommer hurtig hjælp og udrykning, når de enten kommer ud for en ulykke eller på andre måder har brug for hjælp. Det forholder sig faktisk også sådan, at Region Nordjylland i forbindelse med deres første ansøgning i 2013 tilkendegav, at de ville videreføre akutlægebilen, når de statslige puljemidler løb ud, og derfor kan det jo egentlig undre, at man ikke har løftet den opgave i Region Nordjylland. Man har løftet den i Region Hovedstaden, hvor man tilsvarende har fået medfinansiering til en akutlægebil på Bornholm, hvor puljemidlerne også er ved at udløbe, og hvor regionen har overtaget ansvaret. Jeg kan da så også høre ud fra den debat, der har været i Region Nordjylland i den seneste tid, at regionsformanden, Ulla Astman, fra spørgerens eget parti nu også er ved at være bevidst om det ansvar, man har som regionspolitiker. Og det håber jeg at man løfter, for det handler i sidste ende om tryghed, også for beboerne i Vendsyssel. Generelt er der på det præhospitale område rum for forbedring i Nordjylland. Det kan vi se på de seneste tal.
    ",NA,275
"27",14H 41M 0S,"Rasmus Prehn",FALSE,"264","(S)",FALSE,"No Academic Eduction","
    Først og fremmest tak til ministeren for besvarelsen. Ministeren får det lidt til at lyde, som om: Nå, men der er jo givet nogle midler, der er nogle frie midler her. Jeg tror, at man i Nordjylland har den opfattelse, at man har rigeligt at bruge de her penge til i forvejen, og så handler det også om noget principielt.
    Når det er sådan, at man har lavet et beredskab bestående af særlige lægehelikoptere, der skal kunne nå ud, også de steder, hvor det ellers er svært at nå ud, og man så vælger ikke at placere nogen i Nordjylland, men den tætteste i Skive, så er der brug for, at de bliver kompenseret, at de får noget andet, sådan at de ikke kommer til at opleve, at de, fordi de bor i Nordjylland, skal have en ringere behandling end andre steder. Der har man så tidligere sagt: Okay, der er penge til, at I kan få en akutambulance, som så kan rykke ud fra Hjørring som en kompensation for helikopteren. Og der er det altså, at de her penge løber ud nu, og det vil sige, at man fra regeringens side principielt set siger: Nå, jo, det kan godt være, at vi har en ordning i Danmark, hvor vi sætter ind med en særlig indsats finansieret af staten, men lige når det gælder Vendsyssel, gælder det ikke, for der fjerner vi pengene til den ekstra ambulance, der var sat ind som kompensation. Altså, det er det rent principielle i, at man siger: Vi har lavet en statslig ordning med lægehelikoptere, den dækker ikke hele landet, men der, hvor vi har kompenseret, fjerner vi det, så I må klare selv.
    Kan ministeren ikke forstå, at folk i Vendsyssel synes, det er noget mærkeligt noget, altså at fordi man har valgt at bosætte sig i Vendsyssel, så skal man behandles ringere end folk i f.eks. Midtjylland, hvor de har en lægehelikopter tæt på? Er det ikke et mærkeligt signal at sende, at man sidder her på Slotsholmen og beslutter sig for, at bare fordi folk bor i Vendsyssel, så skal de lige have lidt mindre? Jeg tror da, at folk i Vendsyssel har meget, meget svært ved at forstå, hvorfor deres liv er mindre værd end f.eks. folks, der bor i Midtjylland.
    ",NA,277
"28",14H 41M 0S,"Ellen Trane Nørby",FALSE,"163","(V)",FALSE,"No Academic Eduction","
    Jeg forstår godt, hvis man sidder i Vendsyssel og undrer sig over, at Region Nordjylland, som lige har fået 50 mio. kr. i frie midler, som de også skal disponere på det præhospitale område, så vælger at gidsle borgerne i Vendsysselområdet i forhold til en politisk diskussion i stedet for at løfte det ansvar, de har som regionsråd i forhold til at sikre en tryghed for borgerne. Det kan jeg godt forstå hvis man sidder og undrer sig over. Region Nordjylland skrev selv i sin ansøgning tilbage i 2013, da man fik de her puljemidler, at man selv ville overtage finansieringsansvaret, når puljemidlerne løb ud. Tilsvarende har vi haft et tilskud til lægebilen på Bornholm, som Region Hovedstaden har overtaget. Så jeg synes egentlig, at det må undre os som borgere, at Region Hovedstaden godt kan løfte et ansvar og skabe tryghed på Bornholm, men at Region Nordjylland ikke vil løfte det ansvar, de har påtaget sig, og skabe tryghed i Vendsyssel.
    ",NA,279
"29",14H 41M 0S,"Rasmus Prehn",FALSE,"264","(S)",FALSE,"No Academic Eduction","
    Jeg synes, ministeren skal holde sig for god til det der med sådan at pege fingre ad Region Nordjylland. Altså, det er sådan, at man meget bredt politisk i Region Nordjylland har sagt, at hvis det virkelig er sådan, at staten kan finde på at lave den forskelsbehandling, og hvis sundhedsministeren virkelig sidder her på Slotsholmen og siger, at mennesker i Midtjylland er mere værd end dem i Nordjylland, og hvis det virkelig er regeringens politik at dele folk op i a- og b-mennesker, jamen så er vi da selvfølgelig nødt til prioritere den her akutambulance, og så finder vi ud af det. Det var der en stor debat om i går.
    Men det handler op det principielle, og jeg kan se, at ministerens egne partifælle Lone Sondrup, som er spidskandidat for Venstre, giver udtryk for, at hun forventer, at staten finansierer her, fordi det da er helt utænkeligt, at man deler folk op, så dem i Midtjylland får mere end dem i Vendsyssel.
    ",NA,281
"30",14H 42M 0S,"Ellen Trane Nørby",FALSE,"163","(V)",FALSE,"No Academic Eduction","
    Vi deler på ingen måde borgeren op i a- og b-hold. Vi skal sikre en stærk præhospital indsats over hele landet, vores lægehelikoptere flyver også i hele landet, og alene på Læsø har der f.eks. være 43 flyvninger i 2016. I Frederikshavn har der været 7, i Hjørring 5 og i Jammerbugt 5 bare for at nævne nogle. Det er jo ikke sådan, at helikopteren ikke kommer derop.
    I forhold til hele den her diskussion om det præhospitale og om, hvordan man løfter opgaven, er det da klart, at jeg fremover i forhold til Region Nordjylland vil sikre, at hvis man ikke kan løfte ansvaret selv, må vi jo udmønte det som puljemidler, hvad angår det præhospitale område. Vi gav 50 mio. kr. ekstra til Region Nordjylland i økonomiforhandlingerne lige før sommerferien, og de penge skulle også løfte det her område.
    Når man ikke selv kan finde ud af at løfte den her virkelig vigtige opgave for også at skabe tryghed og sikre det præhospitale, så har jeg jo taget ad notam, at det kan man ikke klare i Nordjylland. Så fremover skal det udmøntes som puljer. Det er jo selvfølgelig det principielle, som også hænger sammen med, at vi da ikke kan leve med, at der er borgere i landet, der oplever, at deres regionsråd ikke tager det præhospitale lige så seriøst, som de burde.
    ",NA,283
"31",14H 42M 0S,"Rasmus Prehn",FALSE,"264","(S)",FALSE,"No Academic Eduction","
    Jeg forstår ikke ministeren her. Jeg har jo netop stået og sagt, at Region Nordjylland meget bredt politisk har sagt, at hvis ikke regeringen vil leve op til deres ansvar for at fordele pengene mere rimeligt og lige, jamen så løfter vi opgaven selv. Så de påtager sig opgaven. Spørgsmålet er bare, om det er rimeligt at sige, at fordi man bor i Vendsyssel, er der mindre statsligt engagement i ens sundhed. Sundhedsministeren går mindre op i liv og helbred i Vendsyssel end i Midtjylland. Kan det virkelig være rigtigt? Altså, ministerens egne partifæller undrer sig jo også og er lange i ansigtet over den her behandling.
    ",NA,285
"32",14H 42M 0S,"Ellen Trane Nørby",FALSE,"163","(V)",FALSE,"No Academic Eduction","
    Vi går på ingen måde mindre op i tryghed for borgerne i Nordjylland. Derfor siger jeg sådan set også, at jeg har taget ad notam, at Region Nordjylland ikke synes, det skal være bloktilskud, men ønsker målrettede puljemidler på det præhospitale område.
    Det er klart noget, jeg vil tage med fremover, for borgerne i Nordjylland kan ikke være sikre på, at den udmøntning, man selv laver, når man får 50 mio. kr., også kommer til at sikre en ordentlig præhospital indsats. Og det gælder jo ikke kun i Vendsyssel. Min bekymring går bredt set på Region Nordjylland, hvor vi kan se, at vi har færrest udrykninger inden for de 15 minutter i forhold til de 5 andre regioner.
    Derfor er der jo en grundlæggende udfordring i forhold til at skabe tryghed for borgerne og understøtte den præhospitale indsats i Region Nordjylland. Det optager mig rigtig meget, og det er jo klart, at det er noget, jeg kommer til at følge. For nordjyderne kan ikke være tjent med, at deres region er dårligere til at løfte den her opgave, end de fire andre regioner er.
    ",NA,287
"33",14H 42M 0S,"Lars Aslan Rasmussen",FALSE,"16610","(S)",FALSE,"No Academic Eduction","
    Tak. Er ministeren bekymret over den luftforurening, der er i København?
    ",NA,290
"34",14H 42M 0S,"Esben Lunde Larsen",FALSE,"261","(V)",TRUE,"Academic Eduction","
    Tak, formand. Og tak for spørgsmålet. Det enkle svar er ja.
    ",NA,292
"35",14H 43M 0S,"Lars Aslan Rasmussen",FALSE,"16610","(S)",FALSE,"No Academic Eduction","
    Godt, men så vil jeg egentlig gerne spørge mere ind til tallene og til ministerens egne udtalelser. For ministeren sagde på Facebook i 2016: Det er lidt tankevækkende at høre, hvordan københavneriet råber højest om, hvordan livet skal være for os, der kommer og bor i landdistrikterne. Gad vide, hvad københavneriet ville sige, hvis en landbevægelse begyndte at råbe op om, at københavnerne med al deres luftforurening ødelægger vores historiske bygninger i hovedstaden.
    Er det det, som bekymrer ministeren mest – altså de historiske bygninger i hovedstaden, og ikke de folk, der dør af partikelforurening?
    ",NA,294
