"","V1","V2","time","name"
"18"," 13:08
    
      Formanden (Pia Kjærsgaard","
    Jeg er sådan set fuldstændig enig i de betragtninger, som spørgeren kommer med. Jeg synes også bare, vi skal minde hinanden om, hvor banebrydende det var, at vi endelig kom igennem med det her. Altså, i mange år har det været diskuteret, hvad man kunne i forhold til grundloven, ejendomsrettens ukrænkelighed og alt det her, og uanset hvem man er, har man jo ret til at købe et sted, og så gælder loven for alle. Derfor synes jeg, det var fantastisk, at vi kom igennem med det her.
    Men når loven har været i gang i et år, evaluerer vi den, og så må vi kigge på, om vi kan trække noget ud af det her. Det gode er dog, at sker der nu noget mere, når man rykker tilbage, ja, så kan man jo tidsubegrænset sende folk ud derfra. Så jeg synes, vi har lavet en lov, som er så hård, som den kan være ifølge grundloven, men jeg vil altid gerne kigge på, hvor vi kan stramme den.
    ","13:08","Søren Pape Poulsen"
"19"," 13:08
    
      Mikkel Dencker (DF","
    Værsgo til spørgeren.
    ","13:08","Pia Kjærsgaard"
"20"," 13:08
    
      Formanden (Pia Kjærsgaard","
    Jeg er selvfølgelig enig med ministeren i, at grundloven selvfølgelig skal overholdes, men derfor kan vi jo godt i de her ekstreme tilfælde, hvor det er kriminelle bandegrupperinger, der flytter ind i et beboelseskvarter, også gå helt til kanten af, hvad grundloven tillader, netop fordi vi ikke vil have bandegrupperinger, der holder til i beboelseskvarterer. Så jeg er da glad for, at der kommer en evaluering af loven her om ikke så lang tid. Jeg husker, at det snart er et år siden, den trådte i kraft, og der kan måske skabes mulighed for at forlænge den tid, man kan lave et samlingsstedsforbud i første omgang.
    ","13:08","Mikkel Dencker"
"21"," 13:08
    
      Justitsministeren (Søren Pape Poulsen","
    Værsgo til ministeren.
    ","13:08","Pia Kjærsgaard"
"22"," 13:09
    
      Formanden (Pia Kjærsgaard","
    Det må vi se på. Jeg er meget positiv over for det, og lad os nu bare kigge helt fordomsfrit på det. Jeg vil sige det samme til Hvidovre Kommune, som jeg tror jeg sagde til Københavns Kommune, dengang vi behandlede forslaget her, for der var jo også et klubhus, der lå midt i et boligkvarter. Jeg håber inderligt, at enhver kommune, der har den her udfordring, vil være særdeles opmærksom på det mindste, der sker i de her områder, og så agerer på det, for næste gang det sker i Hvidovre, kan det jo være tidsubegrænset.
    ","13:09","Søren Pape Poulsen"
"23"," 13:09
    
      Mikkel Dencker (DF","
    Sidste spørgsmål.
    ","13:09","Pia Kjærsgaard"
"24"," 13:10
    
      Formanden (Pia Kjærsgaard","
    Jeg tror også, jeg kan forsikre ministeren om, at der er meget stor opmærksomhed på det, for det er jo, når man allerhelst vil undgå alle former for utryghed, oplagt at lave et permanent forbud, når grundlaget er for det, og det er det så, hvis der opstår nye utryghedsskabende situationer i ejendommen. Men jeg er trods alt glad for, at ministeren vil være med til den her evaluering og til at se på, om man kan skærpe det. Vil ministeren give mig tilsagn om, at regeringen vil være med på at gå til kanten af grundloven for at komme det her uvæsen til livs, hvis der viser sig en mulighed for det?
    ","13:10","Mikkel Dencker"
"25"," 13:10
    
      Justitsministeren (Søren Pape Poulsen","
    Sidste svar. Værsgo.
    ","13:10","Pia Kjærsgaard"
"26"," 13:10
    
      Formanden (Pia Kjærsgaard","
    Når det er bekæmpelse af den type kriminalitet og den type kriminelle, vi ser her, er vi klar til at gå så langt, som vi overhovedet kan, og det var det første lovforberedende arbejde jo egentlig også et udtryk for. Men lad os nu se på evalueringen. Det eneste, jeg vil love, er, at vi ikke går ud over kanten, men vi skal presse den alt det, vi kan, for helt almindelige mennesker, der bor i et villakvarter, skal jo ikke bo dør om dør med den her type kriminelle. Det er jeg fuldstændig enig i.
    ","13:10","Søren Pape Poulsen"
"27"," 13:10
    
      Spm. nr. S 607
    
    2) Til erhvervsministeren af:
    
      Lennart Damsbo-Andersen (S","
    Tak for det. Spørgsmålet er sluttet. Det næste spørgsmål er til erhvervsministeren af hr. Lennart Damsbo-Andersen, Socialdemokratiet.
    ","13:10","Pia Kjærsgaard"
"29"," 13:10
    
      Lennart Damsbo-Andersen (S","
    Hr. Lennart Damsbo-Andersen, værsgo at læse op.
    ","13:10","Lennart Damsbo-Andersen"
"30"," 13:11
    
      Formanden (Pia Kjærsgaard","
    Tak for det, formand. Mener ministeren, at lavere færgetakster på færgeoverfarten Spodsbjerg-Tårs vil styrke arbejdskraftens mobilitet og reducere erhvervslivets omkostninger, hvilket var regeringens argumentation i erhvervsudspillet »Sammen om fremtidens virksomheder« for lavere takster på Storebæltsbroen, og bør priserne på denne færgeoverfart derfor ikke sættes tilsvarende ned?
    ","13:11","Lennart Damsbo-Andersen"
"31"," 13:11
    
      Erhvervsministeren (Brian Mikkelsen","
    Værsgo til ministeren.
    ","13:11","Pia Kjærsgaard"
"32"," 13:13
    
      Formanden (Pia Kjærsgaard","
    Indledningsvis vil jeg gerne bemærke, at det er transportministeren, der svarer på spørgsmålets anden del, som jo går på en eventuel prisnedsættelse for færgeoverfarten Spodsbjerg-Tårs mellem Langeland og Lolland. For det hører under transportministerens område, og jeg kan se af dagens program, at transportministeren kommer om lidt og svarer på netop den del.
    Jeg forstår godt sammenligningen, som spørgeren er inde på, mellem Storebæltsbroen og færgeoverfarten mellem to byer på Langeland og Lolland. Men de er alligevel ikke helt sammenlignelige, og det gælder også i forhold til takstnedsættelser, men det ved jeg at transportministeren vil komme ind på lige om lidt.
    Min vigtigste opgave som erhvervsminister er, at danske virksomheder er konkurrencedygtige, etablerer attraktive arbejdspladser i hele Danmark, og at de mange virksomheder har gode vilkår. Derfor har vi løbende fokus på at gøre det billigere og nemmere at drive virksomhed. Det er også grundlaget for den aftale, som jeg indgik med DF og Det Radikale Venstre, om erhvervs- og iværksætterinitiativer fra november 2017.
    Derfor er det også rigtigt, at regeringen har valgt at sænke taksterne for at krydse Storebælt, både for virksomheder og borgere. En række undersøgelser peger nemlig på, at der er god samfundsøkonomi i at nedsætte taksterne på Storebæltsbroen. For selv om Danmark er et lille land, er vi jo også et land, hvor broerne og priserne, der betales for at bruge dem, har stor betydning for sammenhængskraften.
    Det er regeringens holdning, at lavere takster for at krydse Storebælt understøtter både erhvervslivets og arbejdskraftens mobilitet. Lavere takster vil også øge mobiliteten, især for pendlere, der udgør cirka to tredjedele af biltrafikken over Storebæltsbroen. Det betyder f.eks., at der vil være let adgang til kvalificeret arbejdskraft på begge sider af Storebælt.
    Lavere takster for at krydse Storebælt er jo ikke kun til gavn for erhvervslivet og arbejdsmarkedet, det gør det også mere attraktivt at binde familierne sammen. Bl.a. har vi jo også nedsat priserne på overfarten til en række øer til stor glæde for både dem, der bor der, og de turister, som hvert år besøger øerne.
    Jeg er godt klar over, at de penge, regeringen har afsat til at nedsætte priserne på en række færgeruter, ikke gælder færgeoverfarten Spodsbjerg-Tårs, men derimod færgeruterne til en række af landets mindre økommuner. Men jeg synes alligevel, når man ser på det samlede billede, at regeringen har gjort, hvad vi kan for at sikre vækst og udvikling i hele Danmark og for at binde Danmark mere sammen.
    ","13:13","Brian Mikkelsen"
"33"," 13:13
    
      Lennart Damsbo-Andersen (S","
    Så er det hr. Lennart Damsbo-Andersen. Værsgo.
    ","13:13","Pia Kjærsgaard"
"34"," 13:15
    
      Formanden (Pia Kjærsgaard","
    Tak for det, og tak for svaret. Ligesom jeg i mit spørgsmål har skrevet færgetakster i stedet for, som i regeringens tekst, brotakster og færgeoverfart i stedet for Storebæltsbro, kunne man jo også sætte Spodsbjerg-Tårs og Langeland-Lolland ind i den tekst, som ministeren netop har læst op. Nøjagtig de samme begrundelser for at sætte taksterne ned på Storebælt kunne man, i hvert fald i min optik, med al rimelighed forvente at man også kunne bruge i forhold til erhvervsudviklingen, muligheden for at pendle, muligheden for at skabe vækst og job og for, at virksomhederne bedre kunne udvikle sig, på både Fyn, Langeland, Lolland og Falster. Derfor forstår jeg simpelt hen ikke ministerens argument for, at den tankegang, der ligger bag, ikke kan lægges bag, at man kan sætte taksterne ned på færgefarten.
    Jeg anerkender, at det kan ministeren ikke gøre. Men nu er det jo sådan, at det ikke er en statslig udgift at sætte taksten ned; det er en politisk beslutning at sætte taksten ned, i og med at hvis ikke der er nogen, der gør noget, så er det Sund & Bælt, der fastsætter taksten. Men lige så vel som man på Storebælt har sagt, at det her har en betydning for befolkningen på den ene og på den anden side, så har det også en betydning for befolkningen på den ene og den anden side af Langelandsbæltet. Så derfor, minister: Er det ikke rimeligt med de samme argumenter, som ministeren netop har brugt, at pege ind i og tage en politisk beslutning om at sætte taksterne ned på færgefarten mellem Spodsbjerg og Tårs?
    ","13:15","Lennart Damsbo-Andersen"
"35"," 13:15
    
      Erhvervsministeren (Brian Mikkelsen","
    Værsgo. Ministeren.
    ","13:15","Pia Kjærsgaard"
"36"," 13:16
    
      Formanden (Pia Kjærsgaard","
    Jeg er ikke i tvivl om, at lavere takster for vores broforbindelser, bl.a. over Storebælt, og også vores færgeforbindelser vil betyde mere arbejdskraftsmobilitet. Det vil også betyde bedre erhvervsudvikling. Derfor skal det jo også ses i sammenhæng med f.eks. vores projekt om at udflytte statslige arbejdspladser, hvor vi også flytter arbejdspladser til Lolland-Falster. Vi har også flyttet arbejdspladser til Sydfyn – netop for at få udvikling i hele Danmark. Årsagen til, at vi har sat takster ned på samlet 25 pct. på Storebælt, er jo, at vi kan se, at det fører til en øget trafik på mellem 3.000 og 4.500 køretøjer pr. dag. Det er altså på Storebæltsbroen. På den måde kan vi så forlænge tilbagebetalingstiden med cirka 3 år. Så det løber altså rundt økonomisk, og derfor er det et lukket kredsløb.
    ","13:16","Brian Mikkelsen"
"37"," 13:16
    
      Lennart Damsbo-Andersen (S","
    Værsgo.
    ","13:16","Pia Kjærsgaard"
"38"," 13:16
    
      Formanden (Pia Kjærsgaard","
    Baggrunden for, at jeg stiller spørgsmålet, er jo, at man som borger eller som erhvervsdrivende på Lolland eller Langeland eller Sydfyn kan se, at historisk set har taksterne fulgtes ad på færgefarten og på Storebælt – fuldstændig krone til krone bortset for personbiler har de historisk set fulgtes ad – men at det gør de ikke mere. Nu bliver der en forskel og en forskelsbehandling, så de virksomheder, der har etableret sig i de områder, skal betale en højere pris for at kunne handle sammen, og borgerne skal betale en højere pris, hvis de skal pendle på tværs, end hvis de bor i nærheden af Storebælt. Mener ministeren stadig væk, at man med god samvittighed kan sige, at der ingen grund er til at ændre på noget af det her?
    ","13:16","Lennart Damsbo-Andersen"
"39"," 13:16
    
      Erhvervsministeren (Brian Mikkelsen","
    Værsgo, ministeren.
    ","13:16","Pia Kjærsgaard"
"40"," 13:17
    
      Formanden (Pia Kjærsgaard","
    Jeg tager ikke stilling til, hvad færgetaksterne konkret er på overfarten Spodsbjerg-Tårs, for det er op til transportministeren sammen med forligspartierne at kigge på det. Men jeg er helt enig med spørgeren i, at det betyder noget med taksterne. Det betyder noget for erhvervsudviklingen, det betyder noget for pendlingen. Nu har vi så lavet et lukket kredsløb omkring Storebæltsforbindelsen, hvor vi sætter taksterne ned med 25 pct., og det kommer til at give vækst i hele Danmark.
    ","13:17","Brian Mikkelsen"
"41"," 13:17
    
      Lennart Damsbo-Andersen (S","
    Værsgo, spørgeren.
    ","13:17","Pia Kjærsgaard"
"42"," 13:18
    
      Formanden (Pia Kjærsgaard","
    Nu er ministeren jo også minister for landdistrikterne. Ministeren nævnte kort i sit svar, at han har et øje for det her. Men lige netop den her situation gør det jo vanskeligere for landdistrikterne, altså at være ved den yderste kant og have ryggen ud mod havet, når man står på Langeland og Vestlolland. Kan ministeren ikke med den kasket på som den landdistriktsansvarlige i regeringen se, at det er nødvendigt at have en holdning til, hvad taksterne er for færgefarten over Langelandsbæltet?
    ","13:18","Lennart Damsbo-Andersen"
"43"," 13:18
    
      Erhvervsministeren (Brian Mikkelsen","
    Værsgo, ministeren.
    ","13:18","Pia Kjærsgaard"
"44"," 13:18
    
      Formanden (Pia Kjærsgaard","
    Jeg synes, at man skal gøre noget for alle dele af Danmark, også Lolland og Langeland. En af de ting, som vi besluttede i forbindelse med finansloven, er, at vi undersøger og analyserer muligheden for at etablere en fremskudt havn ved Tårs. En fremskudt havn vil kunne bidrage til at reducere overfartstiden mellem Tårs og Spodsbjerg og dermed styrke forbindelsen mellem de to landsdele. Det tror jeg virkelig der er musik i, og jeg tror, at det vil betyde meget, hvis sådan en analyse vil lede frem til, at man laver sådan en fremskudt havn. Nu må analysen jo ligesom vise, hvad der er brug for, men jeg er ikke i tvivl om, at de bedst mulige vejforbindelser, de bedst mulige færgeforbindelser og de billigst mulige broforbindelser giver vækst i Danmark.
    ","13:18","Brian Mikkelsen"
"45"," 13:18
    
      Spm. nr. S 603
    
    3) Til økonomi- og indenrigsministeren af:
    
      Bjarne Laustsen (S","
    Tak. Spørgsmålet er sluttet.
    Det næste spørgsmål er til økonomi- og indenrigsministeren af hr. Bjarne Laustsen, Socialdemokratiet.
    ","13:18","Pia Kjærsgaard"
"47"," 13:18
    
      Bjarne Laustsen (S","
    Værsgo til at læse spørgsmålet op.
    ","13:18","Bjarne Laustsen"
"48"," 13:19
    
      Formanden (Pia Kjærsgaard","
    Tak, fru formand. Spørgsmålet lyder: Vil ministeren på baggrund af Finansieringsudvalgets rapport om justering af udligningssystemet oplyse, hvordan ministeren vil sikre, at Frederikshavn Kommune – som officielt er en af landets fattigste – ikke bliver så hårdt ramt af en udligningsreform, som alle rapportens fem modeller lægger op til?
    ","13:19","Bjarne Laustsen"
"49"," 13:19
    
      Økonomi- og indenrigsministeren (Simon Emil Ammitzbøll-Bille","
    Værsgo, ministeren.
    ","13:19","Pia Kjærsgaard"
"50"," 13:20
    
      Formanden (Pia Kjærsgaard","
    Jeg vil gerne takke for, at man interesserer sig for det her spørgsmål om justeringen af udligningsordningerne, som kommer i forlængelse af Finansieringsudvalgets rapport. Jeg vil gerne lægge ud med at advare mod at tro, at man bare kan se de fem modeller, der er i rapporten, og så gå ud fra, at det for den enkelte kommune ender med præcis et af de fem tal.
    Finansieringsudvalget har afleveret rapporten, hvor der opstilles en række forskellige modeller, som svarer på de forskellige spørgsmål, der er stillet i udvalgets kommissorium. Rapporten danner nu udgangspunkt for drøftelser med Folketingets partier, herunder spørgerens eget, i forhold til hvordan vi så kan lave de konkrete justeringer af udligningssystemet. Så længe de forhandlinger pågår, kan jeg ikke udtale mig om, hvordan det kommer til at gå med den enkelte kommune. Men jeg vil gerne understrege, at jeg ikke har noget politisk ønske om, at den ene eller den anden kommune skal tabe eller vinde ved det her. Det her handler om nogle ting af fortrinsvis teknisk karakter, hvor man skal rette op på nogle fejl, der har været i systemet.
    ","13:20","Simon Emil Ammitzbøll"
"51"," 13:20
    
      Bjarne Laustsen (S","
    Værsgo til spørgeren.
    ","13:20","Pia Kjærsgaard"
"52"," 13:22
    
      Formanden (Pia Kjærsgaard","
    Jeg vil gerne takke for svaret. Jeg håber, at ministerens helbred er blevet bedre. Det var nogle spørgsmål, vi diskuterede under KL's topmøde, hvor ministeren desværre var syg – ellers kunne han jo selv har givet et svar til de kommuner, der var meget interesseret i det. Men nu står jeg her i forhold til de nordjyske kommuner og i særdeleshed Frederikshavn. Selv om der ikke er lavet en aftale om det endnu, må ministeren bekræfte, at hvis man kigger på de modeller, er det sådan, at i absolutte tal vil Frederikshavn Kommune være en af dem, der taber allerallermest. Og Frederikshavn Kommune er en af dem med den største gældsætning, det er en af dem med den laveste kassebeholdning, og det er også officielt en af landets fattigste kommuner. Hvis det er, at det her bliver ført ud i livet, vil det være mere end 100 mio. kr., som kommunen skal ud at spare eller tilsvarende sætte skatteprocenten op.
    Det er derfor, at kommunen ligesom andre kommuner, der også står til at blive ramt, er meget interesseret i, hvordan ministeren har tænkt sig at løse det her. Nu har han fået fem modeller, hvad er det så for et mandat, han ønsker at få af regeringen i forhold til at sætte sig sammen med Folketingets partier og blive enige. Allerede her til juni skal man jo til at lave en kommuneaftale, og kommunerne skal lægge budget for 2019. Så det her om, hvordan man gør det, haster jo sådan lidt. Hvis det er, at man alt andet lige gennemfører de her fem modeller, så vil Frederikshavns Kommune komme til at miste over 100 mio. kr. på grund af finansieringstilskud og på grund af omlægninger på beskæftigelsesområdet. Er det rimeligt, minister?
    ","13:22","Bjarne Laustsen"
"53"," 13:22
    
      Økonomi- og indenrigsministeren (Simon Emil Ammitzbøll-Bille","
    Værsgo til ministeren.
    ","13:22","Pia Kjærsgaard"
