"","V1","V2","time","name"
"15"," 13:06
    
      Formanden (Pia Kjærsgaard","
    Tak. For mig er det jo en meget interessant debat, og den får vi ikke udtømt på nogle sekunder her. For mig er det rigtig vigtigt, at vi jo nu har taget nogle tiltag i fællesskab, også med spørgerens parti, så der bliver frigjort en række betjente, og så vi uddanner flere betjente, hvilket jo gerne skulle gøre, at vi får muligheden for at gøre alt det, vi kan.
    Og hvordan skal det så være? Ja, det kan jo enten være at kigge på udkørsler, men det kan også være at kigge på, hvor det er, vi har patruljebilerne. For det er jo ikke nødvendigvis bedre, at bilerne står på en bestemt station. Nogle gange kan det være langt, langt bedre, at patruljevognene er placeret rundt omkring i kredsen, så vi får nogle kortere responstider. Men alt det kommer vi jo til at kigge på i det her arbejde.
    ","13:06","Søren Pape Poulsen"
"16"," 13:06
    
      Peter Hummelgaard Thomsen (S","
    Tak, og værsgo.
    ","13:06","Pia Kjærsgaard"
"17"," 13:06
    
      Formanden (Pia Kjærsgaard","
    Alt det bakker både jeg og resten af mit parti jo sådan set op om. Det, jeg til gengæld er nysgerrig efter at vide, er, hvordan vi får taget hul på diskussionen om, hvilke områder i landet vi taler om. Jeg har en meget klar og personlig og politisk interesse i, at det bliver Station Amager. Men hvordan får vi taget hul på diskussionen om, hvor i landet man så vil sige, at man har brug for at have noget mere synligt, nærværende politi til stede i lokalområderne, hvilket ministeren jo ganske rigtigt selv påpeger i Avisen DK at vi har nogle udfordringer med?
    ","13:06","Peter Hummelgaard Thomsen"
"18"," 13:07
    
      Justitsministeren (Søren Pape Poulsen","
    Værsgo til ministeren.
    ","13:07","Pia Kjærsgaard"
"19"," 13:07
    
      Formanden (Pia Kjærsgaard","
    Sådan noget her begynder jo med, at man i hvert fald kommer med en politisk tilkendegivelse – det er det, jeg har prøvet at gøre her. Jeg har sådan set et ønske om og et mål for, hvor vi skal hen. Så har jeg jo bedt Rigspolitiet om at tænke nogle tanker om, hvordan det kunne være.
    Hvis vi tager Københavns Politi, er det jo ikke dem, hvis vi nu kigger ud over hele Danmark, der mest udfordret med, at politiet er meget langt fra borgerne. Hvis vi skal være helt ærlige, er der stadig væk tre udkørselssteder, der er stadig væk en udkørsel på Amager, nemlig på Artillerivej. Det er en ting. Noget helt andet er jo, at der er andre steder i landet, hvor der er meget langt til en politistation og meget langt mellem husene.
    Så alt det der skal vi jo have kigget på, så man, uanset om man bor i et tyndt befolket område eller i et mere tætbefolket område, får fornemmelsen af, at man har et politi, der er tæt på.
    ","13:07","Søren Pape Poulsen"
"20"," 13:07
    
      Peter Hummelgaard Thomsen (S","
    Så er det spørgeren. Værsgo.
    ","13:07","Pia Kjærsgaard"
"21"," 13:08
    
      Formanden (Pia Kjærsgaard","
    Det forstår jeg sådan set også godt, og jeg forstår også, at der er mange forskellige hensyn. Danmark er jo meget forskelligartet, og Amager er en ø, hvor der alligevel bor næsten 200.000 mennesker, og der er meget stor forskel på Kastrup, Tårnby, Dragør og sådan set også området ved Islands Brygge. Det, der er borgerne på Amagers oplevelse, er, at de stort set aldrig, medmindre det er ved udrykning, ser politiet til stede i lokalområdet, og jeg håber meget på, at ministeren fordomsfrit, ligesom hans partifæller arbejder for det derude, vil hjælpe mig med det, så vi kan prøve at se, om ikke vi kan finde en løsning på det.
    ","13:08","Peter Hummelgaard Thomsen"
"22"," 13:08
    
      Justitsministeren (Søren Pape Poulsen","
    Ministeren.
    ","13:08","Pia Kjærsgaard"
"23"," 13:09
    
      Formanden (Pia Kjærsgaard","
    Jeg er meget glad for, at jeg har partifæller i rigtig mange kommuner i Danmark, og jeg tror, at jeg, hvis jeg skulle opfylde alle deres ønsker, ville få en meget stor udfordring. Men jeg kigger fordomsfrit på det, og hele øvelsen med det her skal jo ikke være, at man på forhånd har defineret, hvad man må snakke om og ikke må snakke om. Jeg tror også, det er vigtigt at have en forståelse af, at det, der er rigtig vigtigt, er, hvor patruljerne er, hvor de kørende patruljer er, og hvor tæt de er på borgerne. Der er ikke lighedstegn mellem at have en udkørselsstation og så at være tæt på borgerne. Med et moderne politi er det det, vi skal kigge på, altså hvor de er henne, og jo flere patruljer, der er på gaden, jo tættere er de også på borgerne. Men det er alt sammen noget, vi kommer til at diskutere, og det ser jeg frem til.
    ","13:09","Søren Pape Poulsen"
"24"," 13:09
    
      Spm. nr. S 549
    
    2) Til justitsministeren af:
    
      Claus Kvist Hansen (DF) (medspørger: Peter Kofod Poulsen (DF)","
    Tak for det. Dermed er spørgsmålet afsluttet. Det næste spørgsmål er til justitsministeren af hr. Claus Kvist Hansen, Dansk Folkeparti. Der er en medspørger, og det er hr. Peter Kofod Poulsen, Dansk Folkeparti.
    ","13:09","Pia Kjærsgaard"
"26"," 13:09
    
      Claus Kvist Hansen (DF","
    Værsgo til at læse spørgsmålet op.
    ","13:09","Claus Kvist Hansen"
"27"," 13:09
    
      Formanden (Pia Kjærsgaard","
    Tak for det. Hvad vil regeringen gøre for at styrke tungvognskontrollen?
    ","13:09","Claus Kvist Hansen"
"28"," 13:09
    
      Justitsministeren (Søren Pape Poulsen","
    Ministeren, værsgo.
    ","13:09","Pia Kjærsgaard"
"29"," 13:11
    
      Formanden (Pia Kjærsgaard","
    Tak, og tak for spørgsmålet. Siden den 1. januar 2014 har politiets tungvognskontrol været samlet i tre regionale og specialiserede tungvognscentre. Tungvognskontrollen foregår for politiets vedkommende i forbindelse med vejsidekontroller, og kontrollen omfatter bl.a. reglerne for køretøjernes indretning og udstyr, chaufførernes overholdelse af køre-hvile-tids-reglerne og reglerne om cabotagekørsel.
    Min holdning er fuldstændig klar til det her. Der skal være en effektiv kontrol og reglerne på tungvognsområdet, først og fremmest af hensyn til færdselssikkerheden, men også for at sikre ordentlige forhold på transportområdet. Rigspolitiet overvejer løbende, om indsatsen kan forbedres yderligere, men generelt er det vurderingen, at de specialiserede tungvognscentre både effektivt og målrettet foretager kontrol af reglerne på området.
    Nu har vi jo så med finansloven for 2018 sammen med Dansk Folkeparti afsat ressourcer til politiet til en målrettet kontrolindsats, der skal medvirke til at sikre ordnede forhold på transportområdet. I den forbindelse er Rigspolitiets så ved at undersøge, om der som led i den målrettede indsats også kan ske en øget kontrol af chaufførernes afholdelse af hvil i køretøjet i strid med at køre-hvile-tids-reglerne. Rigspolitiet overvejer også, om der i højere grad end tidligere bør tilrettelægges kontroller i weekenderne, bl.a. for at sikre et bedre overblik over forholdene for chauffører ved rastepladser og øvrige parkeringsarealer.
    Rigspolitiet oplyste, at de forventer inden udgangen af marts måned på baggrund af det, der er sat af i finansloven, og de erfaringer, man indhenter fra forskellige lande og også kigger på lokalt, at lave en foreløbig plan for udmøntning af midlerne, der skal sikre mere ordnede forhold på transportområdet.
    ","13:11","Søren Pape Poulsen"
"30"," 13:11
    
      Claus Kvist Hansen (DF","
    Tak, og så er det spørgeren.
    ","13:11","Pia Kjærsgaard"
"31"," 13:12
    
      Formanden (Pia Kjærsgaard","
    Tak for det. Det var jo en fin lille status på de aktuelle forhold med et forsigtigt kig ud i fremtiden, som jeg hørte ministeren. Jeg havde jo måske nok håbet på lidt mere, kan man sige, konkrete pejlemærker på, hvor den konkret skal styrkes, og ikke kun en lille opremsning af, hvordan det går indtil videre. Men lad det ligge. Jeg kan forstå, at der er noget i støbeskeen, som vi får at se i løbet af en måneds tid.
    Nu har ministeren i flere sammenhænge, når vi har talt om de her spørgsmål, talt om, at man vil kigge på internationale erfaringer. Så kunne jeg da godt tænke mig at høre, om ministeren muligvis har overvejet eller tænkt den tanke, at man kunne have en endnu mere fast sammentømret enhed, en slags vejpoliti, som de har i Tyskland – at det muligvis kunne være noget, der kunne styrke tungvognskontrol.
    ","13:12","Claus Kvist Hansen"
"32"," 13:12
    
      Justitsministeren (Søren Pape Poulsen","
    Tak, og det er ministeren.
    ","13:12","Pia Kjærsgaard"
"33"," 13:12
    
      Formanden (Pia Kjærsgaard","
    Det der med at have et særligt vejpoliti kan jeg godt styre min begejstring over. Og hvorfor kan jeg det? Det er, fordi vi jo traditionelt har et enhedspoliti i Danmark, der skal kunne mange opgaver, og det, jeg godt kan lide, er, at så beslutter vi os for her i Danmark at have nogle specialiserede centre, der så tager sig af det her. Det tror jeg er den bedste og mest effektive måde at bruge vores ressourcer i politiet på i stedet for at låse det inde i en kasse, der hedder et særligt vejpoliti eller et andet, tredje, fjerde og femte politi. Jeg synes, at det, der må være vigtigt, er, at vi laver den rigtige indsats. Det må vel være det, der er vigtigt – at vi laver den rigtige indsats, også med erfaringer fra udlandet. Det mener jeg godt man kan gøre, uden at man har sådan et dedikeret politi til det her.
    ","13:12","Søren Pape Poulsen"
"34"," 13:12
    
      Claus Kvist Hansen (DF","
    Værsgo.
    ","13:12","Pia Kjærsgaard"
"35"," 13:13
    
      Formanden (Pia Kjærsgaard","
    Tak for det. Ministeren må endelig ikke høre mig sådan, at jeg advokerer for et vejpoliti. Jeg tænkte bare, om der måske var erfaringer, som var så åbenlyse, eksempelvis fra Tyskland, at det var noget, man tænkte at man måske også kunne bruge i Danmark. Men jeg hører så ministeren sige – eller jeg ønsker at høre det i hvert fald – at de erfaringer, man er ved at indhente fra det øvrige Europa på det her område, måske kan vise, at et vejpoliti ikke er en dårlig idé, og så kan vi jo tale sammen om det senere.
    Men en anden ting, jeg så måske også kan tage med i samme ombæring, når vi nu alligevel er ved at tale om erfaringerne fra udlandet, er, om man har tænkt sig at overveje at se på, om andre lande har erfaring med omvendt bevisbyrde i cabotagesager og køre-hvile-tids-sager, og om det måske kunne være en måde at styrke tungvognskontrollen herhjemme på.
    ","13:13","Claus Kvist Hansen"
"36"," 13:13
    
      Justitsministeren (Søren Pape Poulsen","
    Værsgo, ministeren.
    ","13:13","Pia Kjærsgaard"
"37"," 13:14
    
      Formanden (Pia Kjærsgaard","
    I forhold til den første del af spørgsmålet vil jeg allerførst sige, at vi har spurgt en række andre EU-lande om, hvordan de tilrettelægger kontrolindsatsen. Det er også derfor, der kommer en plan i løbet af marts, for så har vi fået svarene, og så kan vi se, om vi kan lære noget af dem. Vi skal jo ikke bare tro, at nu har vi alle løsningerne her, for hvis man i Tyskland eller andre steder gør det godt, så skal vi jo ikke sige, at det vil vi absolut ikke gøre, men så skal vi jo lære af det og gøre det godt.
    Med hensyn til det sidste, som spørgeren nævner, om bevisbyrden må jeg sige, at jeg måske er lidt usikker på, hvad der menes med det. Jeg kender ikke lige helt til det, men jeg har sådan set en fordomsfri tilgang til det. Jeg kan ikke svare på det, for jeg ved simpelt hen ikke, hvad det betyder.
    ","13:14","Søren Pape Poulsen"
"38"," 13:14
    
      Peter Kofod Poulsen (DF","
    Så har vi en medspørger, hr. Peter Kofod Poulsen.
    ","13:14","Pia Kjærsgaard"
"39"," 13:15
    
      Formanden (Pia Kjærsgaard","
    Tak for det. Jeg tror, at hvis man kender en dansk lastbilchauffør i dagens Danmark, får man hurtigt indtryk af, at der er rene vilde vest-tilstande på tungtvognsområdet, og det skal der jo ikke være, for det handler jo om nogle helt afgørende ting i vores samfund, som rækker, lige fra at vi får sikret ordentlig trafiksikkerhed, til at der er nogle ordentlige og lovlige vilkår for de mennesker, der arbejder i den her branche, og som jo altså i de her år er ekstremt hårdt udfordret. Der er det altså vores ansvar, myndighedernes ansvar, at sørge for, at reglerne selvfølgelig bliver overholdt, og at tingene fungerer. Det tror jeg vi kan blive bedre til, og det er meget mildt sagt, for det skal vi blive bedre til.
    Jeg vil bare spørge ministeren, om ministeren mener, at det nuværende system med de nuværende tungtvognscentre fungerer optimalt i dag?
    ","13:15","Peter Kofod Poulsen"
"40"," 13:15
    
      Justitsministeren (Søren Pape Poulsen","
    Værsgo, ministeren.
    ","13:15","Pia Kjærsgaard"
"41"," 13:16
    
      Formanden (Pia Kjærsgaard","
    Jeg har i hvert fald ikke grund til at tro andet, end at det, at vi har specialiseret det, har gjort det bedre, og sådan tror jeg at det er på mange områder. Når du giver nogle mennesker en ekstra uddannelse, der gør dem dygtigere på et område, bliver det område også bedre og stærkere. Men det betyder jo ikke, at vi ikke skal gøre det bedre. Jeg går ud fra, at det også er derfor, Dansk Folkeparti har ønsket, at der på finansloven blev afsat nogle ekstra penge til det her, for vi skal tættere på. Oven i det har vi jo en anden aftale om nogle penge til parkeringsområdet, det handler om rammerne og parkeringsreglerne for hele området, og den aftale bliver jo også udmøntet; selve reglerne om det har jeg jo ikke hos mig, det er jo transportministerens område, men der har vi i hvert fald også afsat nogle penge.
    Så jeg tror meget på, at det, at vi har nogle centre, der er specialiserede, er det, vi skal stå på, men så er det jo, når vi tilfører flere penge, at vi skal finde en måde at gøre det endnu bedre på. For jeg er fuldstændig enig i, at vi skal have nogle ordnede forhold på det her område, det har vi kun fælles interesse i.
    ","13:16","Søren Pape Poulsen"
"42"," 13:16
    
      Peter Kofod Poulsen (DF","
    Værsgo.
    ","13:16","Pia Kjærsgaard"
"43"," 13:17
    
      Formanden (Pia Kjærsgaard","
    Tak for det. Jeg tror, at hvis vi skal have ordnede forhold på det her område, må det nødvendigvis også kræve, at der bliver afsat flere ressourcer til at kontrollere det, altså at der simpelt hen kommer flere politibetjente, der tager sig af lige præcis det her område, kommer til at arbejde med vores tungtvognscentre, kommer til at foretage de her kontroller. Derfor har jeg et spørgsmål til ministeren, for rigtig mange politibetjente bliver uddannet i løbet af 2018, 2019 og de kommende år, fordi vi har øget optaget mærkbart på politiuddannelsen: Vil ministeren arbejde for, altså simpelt hen sørge for, at der sættes folk af til netop det her område?
    ","13:17","Peter Kofod Poulsen"
"44"," 13:17
    
      Justitsministeren (Søren Pape Poulsen","
    Værsgo, ministeren.
    ","13:17","Pia Kjærsgaard"
"45"," 13:17
    
      Formanden (Pia Kjærsgaard","
    Det synes jeg er en diskussion, der hører hjemme i den forligskreds, vi begge to er en del af. For spørgeren ved lige så godt som jeg, at hver gang vi har nogle områder, vi vil have opprioriteret, skal vi selvfølgelig kunne pege på, hvor vi kan finde folk til det, og om det vil kræve nedprioritering af andre områder. Nu har vi jo i fællesskab besluttet, at vi vil styrke politiet, ved at der uddannes flere folk, og det synes jeg er rigtig godt. Men vi er jo nødt til at have en fælles snak om, hvor det så er, det skal være, for vi får jo svært ved at opprioritere alle steder, men den snak tænker jeg vi må tage i en forligskredsdiskussion, som jeg selvfølgelig rigtig gerne tager.
    ","13:17","Søren Pape Poulsen"
"46"," 13:17
    
      Claus Kvist Hansen (DF","
    Tak for det. Så er det igen hr. Claus Kvist Hansen. Værsgo.
    ","13:17","Pia Kjærsgaard"
