"","V1","V2","time","name"
"14"," 09:08
    Afstemning
    
      Fjerde næstformand (Leif Mikkelsen","
    Der er ikke stillet ændringsforslag.
    Ønsker nogen at udtale sig?
    Da det ikke er tilfældet, går vi til afstemning.
    ","09:08","Leif Mikkelsen"
"15"," 09:08
    Forhandling
    
      Fjerde næstformand (Leif Mikkelsen","
    Der stemmes om lovforslagets endelige vedtagelse.
    Jeg slutter afstemningen.
    For stemte 103 stemmer for forslaget (S, DF, V, EL, LA, ALT, RV, SF og KF), imod stemte 0, hverken for eller imod stemte 0.
    Lovforslaget er vedtaget og vil blive sendt til statsministeren.
    Det næste punkt på dagsordenen er:
    
      6) 3. behandling af lovforslag nr. L 93:
    
    
      Forslag til lov om ændring af lov om varmeforsyning. (Standardisering af regnskabsføring og dataindberetning m.v. for varmeforsyningsvirksomheder til brug for en ny økonomisk regulering).
    
    Af energi-, forsynings- og klimaministeren (Lars Christian Lilleholt).
    (Fremsættelse 15.11.2017. 1. behandling 24.11.2017. Betænkning 07.12.2017. 2. behandling 14.12.2017).
    ","09:08","Leif Mikkelsen"
"16"," 09:09
    Afstemning
    
      Fjerde næstformand (Leif Mikkelsen","
    Der er ikke stillet ændringsforslag.
    Ønsker nogen at udtale sig?
    Da det ikke er tilfældet, går vi til afstemning.
    ","09:09","Leif Mikkelsen"
"17"," 09:09
    Forhandling
    
      Fjerde næstformand (Leif Mikkelsen","
    Der stemmes om lovforslagets endelige vedtagelse.
    Jeg slutter afstemningen.
    For stemte 86 (S, DF, V, LA, RV, SF og KF), imod stemte 15 (EL og ALT), hverken for eller imod stemte 0.
    Lovforslaget er vedtaget og vil blive sendt til statsministeren.
    Det næste punkt på dagsordenen er:
    
      7) 3. behandling af lovforslag nr. L 88:
    
    
      Forslag til lov om ændring af lov om arbejdsløshedsforsikring m.v. (Et nyt dagpengesystem for fremtidens arbejdsmarked).
    
    Af beskæftigelsesministeren (Troels Lund Poulsen).
    (Fremsættelse 14.11.2017. 1. behandling 23.11.2017. Betænkning 13.12.2017. 2. behandling 15.12.2017. Lovforslaget optrykt efter 2. behandling. Tillægsbetænkning 19.12.2017).
    ","09:09","Leif Mikkelsen"
"18"," 09:09
    (Ordfører)
    
      Bent Bøgsted (DF","
    Forhandlingen drejer sig i første omgang om de stillede ændringsforslag.
    Ønsker nogen at udtale sig?
    Det gør hr. Bent Bøgsted. Værsgo.
    ","09:09","Leif Mikkelsen"
"19"," 09:12
    
      Fjerde næstformand (Leif Mikkelsen","
    Tak. Ved andenbehandlingen har vi jo lavet den aftale, der tilgodeser deltidsbrandmænd, beredskaber og hjemmeværn, hvor deltidsbrandmænd ikke skal trække på de supplerende dagpenge, når de er ude at slukke brande, og hvor de vagttillæg og vederlag, som beredskabet og hjemmeværnet får, ikke skal modregnes i dagpengene. Det er jo et rigtig godt forslag, skal jeg lige sige, men i den forbindelse var der lagt op til, at det skulle træde i kraft den 1. oktober. Det er så lykkedes, efter at jeg har haft en samtale med beskæftigelsesministeren, at få aftalt, at ikrafttrædelsen bliver den 1. marts. Han viser nu med tegn, at hans kind blev drejet rundt, men så voldsomt gik det ikke til, selv om ministeren gerne vil lade, som om det var hårdt at sige ja til, at det blev den 1. marts. Ikrafttrædelsen bliver så den 1. marts, og det tilgodeser rigtig mange personer hurtigt, og der er jo ingen grund til at vente til den 1. oktober, når det er et godt forslag, vi skal have igennem.
    Under betænkningsafgivelsen fik forslaget også opbakning fra SF og Alternativet. Tak for det. Det er dejligt, når der er et stort og bredt flertal, der vil være med til at tilgodese dem, der gør en samfundsnyttig indsats. Enhedslisten har så valgt at stemme gult til det. De stemmer ikke imod, men jeg havde da gerne set, at Enhedslisten også havde stemt for det, men sådan skulle det ikke være. Så det er ikke et helt enigt Folketing, men det er rigtig godt, at vi nu kan sige til beredskaberne, at det ønske, som de har haft de sidste 20-25 år, får de nu opfyldt, og at det træder i kraft den 1. marts. Så endnu en gang stort tillykke til beredskaberne. Jeg ser frem til, at det her bliver vedtaget, og at vi får det afsluttet efter en lang og sej kamp på over 20 år. Det er sjældent, der er noget, der er så lang tid om at komme igennem, men nu er det kommet igennem.
    ","09:12","Bent Bøgsted"
"20"," 09:12
    (Privatist)
    
      Bjarne Laustsen (S","
    Tak. Er der flere, der ønsker at udtale sig?
    Det gør hr. Bjarne Laustsen. Og som jeg forstår det, er det endda som privatist, idet han ikke står på ordførerlisten. Værsgo.
    ","09:12","Leif Mikkelsen"
"21"," 09:15
    
      Fjerde næstformand (Leif Mikkelsen","
    Det er jo svært at ødelægge den gode stemning fra i fredags, og derfor vil jeg heller ikke forsøge. Jeg synes, det, der er sket, er rigtig godt. Men det gamle mundheld om, at alting kan lade sig gøre, bare man ikke selv skal have æren for det, er fuldt ud berettiget her, for ministeren og hans pressefolk har jo været ude i alle landets dagblade og fortælle, hvor godt det er, og det er vi jo sådan set enige i. Men vi er jo ikke enige i, at man skal oversælge det, vi blev enige om her.
    Ministeren skriver, at frivillige brandfolk slipper for at blive trukket i dagpengene. Det er ikke rigtigt. Det, der er rigtigt, er, at der er lavet en aftale om de frivilliges rådighedsbeløb – det får man, når man er ansat hos Falck eller det kommunale beredskab eller hjemmeværnet – og det er et månedligt beløb, som man kan få, uanset om der er nogen brand at slukke i den pågældende måned. Jeg ved godt, at det var det, de borgerlige foreslog for 20 år siden, altså en vederlagsmodel, som man kender det for byrådsmedlemmer, der ikke bliver trukket i deres vederlag. Men det er ikke det, vi har fået. Vi har fået den løsning, som jeg har foreslået, nemlig at det er en undtagelsesbestemmelse for nogle bestemte grupper i vores samfund, som har livsvigtige opgaver. Og det er rigtig godt, at vi blevet enige om det.
    Derfor er det jo selvfølgelig sådan, at det arbejde, som man har, når man er ude og slukke brand, bliver modregnet. Jeg kan love – selv om jeg kommer fra Nordjylland – at folkene også kommer til at betale skat af det. Så der er ikke noget fordækt i det. Det er bare, for at vi har det helt på plads, så der ikke kommer nogen bagefter og siger, at de var blev lovet det hele. For det, det drejer sig om, er netop, at de her rådighedsbeløb ikke bliver modregnet. Det drejer sig om den der forhadte 30-ugersregel, som blev indført i 2007, i forbindelse med de supplerende dagpenge. Det bliver de her folk heller ikke omfattet af. Selv om de skulle være ledige i længere end 30 uger, kan de fortsat udføre deres gerning som frivillige og deltidsansatte.
    Det nye i forhold til det, som der blev stemt om for 20 år siden, er, at Hjemmeværnet også er kommet med på listen. Så nu er det både deltidsansatte frivillige brandmænd, strandfogder, redningsmænd og digevagter og så Hjemmeværnet. Så det er rigtig godt.
    Så har der været en debat om, hvor pengene kommer fra. De kommer fra en pulje. Og jeg er helt sikker på, at de penge, der er afsat til det her, slet ikke bliver brugt, for det her problem følger de konjunkturer, vi har i vores samfund. Hvis der er mange ledige, vil der også være mange deltidsbrandmænd og mange i Hjemmeværnet, der er arbejdsløse, og så vil trækket jo selvsagt være større. Men vi har måske 10-20 p.t. i landet, der er arbejdsløse i kortere eller længere tid, og som arbejder ved vores beredskaber, så der bliver ikke et stort træk på ministerens kasse. Derfor er der ikke nogen, der behøver at være bekymrede for, om der er penge nok. Som det er nu, er der afsat rigeligt med penge her. Så jeg synes, det er rigtig godt, at Folketinget kan enes om det her, og så bliver der ro om en sag, som vi har diskuteret med hinanden i mere end 20 år, så jeg er også en glad og tilfreds man, når det er blevet godkendt ved tredjebehandlingen med de små korrektioner, som jeg har nævnt her. Tusind tak.
    ","09:15","Bjarne Laustsen"
"22"," 09:15
    (Ordfører)
    
      Finn Sørensen (EL","
    Tak for det. Så er det hr. Finn Sørensen, Enhedslisten, som ordfører. Værsgo.
    ","09:15","Leif Mikkelsen"
"23"," 09:19
    
      Fjerde næstformand (Leif Mikkelsen","
    Tak. Jeg havde jo egentlig tegnet mig ind til en kort bemærkning til hr. Bent Bøgsted, men den gik åbenbart ikke gennem systemet, så jeg går da gerne herop og forklarer, hvorfor vi stemmer gult til ændringsforslaget. Jeg vil godt ønske hr. Bjarne Laustsen og alle andre, der har kæmpet for at få rettet op på det her, tillykke med indholdet, som jeg også sagde under andenbehandlingen, og det kan vi jo kun glæde os over. Det er et udmærket stykke arbejde.
    Så tillykke med det. Jeg kan bare ikke forstå, hvorfor det skal finansieres ved at forringe nogle andre lediges uddannelsesmuligheder. Det her ændringsforslag koster, er det 1,5 mio. kr. om året efter tilbageløb. Det burde man måske nok kunne have fundet på finanslovens reserver på en eller anden måde. Men der er en eller anden tvangstanke om, når man laver beskæftigelseslovgivning, at hvis der skal ske nogle forbedringer for én gruppe ledige, så skal man gøre sig stor umage for at finde finansieringen til det hos en anden gruppe ledige, og det er det, som man gør med det her forslag.
    For der står klart og tydeligt, at det skal finansieres ved at skære i jobrotationspuljen til højtuddannede. Man skal måske lige tænke på, at dimittendledigheden, altså ledigheden for nyuddannede akademikere – og det er jo den gruppe, vi taler om her – er sådan cirka 25 pct., hæng mig ikke op på decimalen. Heldigvis kommer mange af dem efter nogen tid i arbejde, men hvad var mere nærliggende end at bruge jobrotation som et middel til at få de unge nyuddannede, der ikke lige kan finde et job, ind i en jobrotation og få brugt nogle uddannelsespenge på dem, der er der i forvejen? Det er et rigtig godt princip. Det er et af de mest effektive midler til at få løftet opkvalificeringen af dem, der er i arbejde, og give dem, der er udenfor, en chance. Men nej, nej, man skal absolut ind og skære her, og det er derfor, vi stemmer gult til ændringsforslaget. Det var måske meget godt lige at få sagt det, så tak for anledningen.
    Så vil jeg bare sige – og det er jo sådan lidt i tråd med hele finansieringen af det her forslag, og vi har været inde på det under førstebehandlingen og under andenbehandlingen forleden dag – at der er nogle rigtig gode forbedringer for selvstændige i det her lovforslag, men igen: Den her tvangstanke om, at det er de ledige selv, der skal finansiere forbedringerne, går så ud over nogle andre, f.eks. dem med de supplerende dagpenge, der jo skal opleve, at når de her ændringer træder i kraft den 1. oktober 2018, så er de i en situation, hvor de, hvis de har 1 times arbejde i 1 måned, så mister dagpenge for hele måneden. Det er vi slet, slet ikke færdige med at diskutere her i Folketinget. Jeg har indkaldt til et samråd om det, og vi bliver selvfølgelig ved, ligesom vi gør i forhold til en anden forringelse, der ligger i det her, altså at folk, når de skal genindplaceres i dagpengesystemet, så nu risikerer at få en sats, der er uhyggeligt lav. For der er faktisk ikke nogen grænse for, hvor lav dagpengesatsen kan blive, når man skal ind og genindplaceres. Jo, der er noget, der hedder et 0, men ellers vil folk opleve – og det har 3F jo allerede eksempler på – at de regler, man nu vil indføre for de selvstændige, medfører, at mange mennesker, når de skal genindplaceres i dagpengesystemet og have beregnet en ny dagpengesats, så mister 3.000 kr., 5.000 kr. eller mere om måneden.
    Det er en dødssyg tankegang, at de ledige absolut skal finansiere forbedringerne selv, især når man tænker på, hvordan der er blevet kastet skatterabatter i grams i den seneste tid. Man kan bare tage erhvervspakken. Så det er baggrunden for Enhedslistens holdning, også til lovforslaget som sådan, at vi stemmer imod på trods af de forbedringer, der er.
    ","09:19","Finn Sørensen"
"24"," 09:19
    Afstemning
    
      Fjerde næstformand (Leif Mikkelsen","
    Tak til ordføreren.
    Ønsker flere at udtale sig?
    Da det ikke er tilfældet, er forhandlingen sluttet, og vi går til afstemning.
    ","09:19","Leif Mikkelsen"
"25"," 09:19
    Forhandling
    
      Fjerde næstformand (Leif Mikkelsen","
    Ønskes afstemning om ændringsforslag nr. 1-6, tiltrådt af et flertal (udvalget med undtagelse af EL)?
    De er vedtaget.
    ","09:19","Leif Mikkelsen"
"26"," 09:20
    Afstemning
    
      Fjerde næstformand (Leif Mikkelsen","
    Forhandlingerne drejer sig derefter om lovforslaget som helhed.
    Ønsker nogen at udtale sig?
    Da det ikke er tilfældet, går vi til afstemning.
    ","09:20","Leif Mikkelsen"
"27"," 09:20
    Forhandling
    
      Fjerde næstformand (Leif Mikkelsen","
    Der stemmes om lovforslagets endelige vedtagelse, og der kan stemmes.
    Jeg slutter afstemningen.
    For stemte 97 (S, DF, V, LA, ALT, RV, SF og KF), imod stemte 9 (EL), [hverken for eller imod stemte 0].
    Lovforslaget er vedtaget og vil nu blive sendt til statsministeren.
    Det næste punkt på dagsordenen er:
    
      8) 3. behandling af lovforslag nr. L 89:
    
    
      Forslag til lov om kontant og skattefri udbetaling af efterlønsbidrag og fleksydelsesbidrag.
    
    Af beskæftigelsesministeren (Troels Lund Poulsen).
    (Fremsættelse 14.11.2017. 1. behandling 23.11.2017. Betænkning 13.12.2017. 2. behandling 15.12.2017. Lovforslaget optrykt efter 2. behandling).
    ","09:20","Leif Mikkelsen"
"28"," 09:20
    (Ordfører)
    
      Bent Bøgsted (DF","
    Der er ikke stillet ændringsforslag. Ønsker nogen at udtale sig?
    Det gør hr. Bent Bøgsted. Værsgo.
    ","09:20","Leif Mikkelsen"
